"Step","env: CHICKENBANANA - lambdas/Banana","env: CHICKENBANANA - lambdas/Banana__MIN","env: CHICKENBANANA - lambdas/Banana__MAX"
"1","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"2","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"3","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"4","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"5","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"6","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"8","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"9","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"10","0.2648780698724137","0.2648780698724137","0.2648780698724137"
"11","0.24321265391534633","0.24321265391534633","0.24321265391534633"
"12","0.2104175084819981","0.2104175084819981","0.2104175084819981"
"13","0.17181083715831996","0.17181083715831996","0.17181083715831996"
"14","0.1595176927098913","0.1595176927098913","0.1595176927098913"
"15","0.16007442273239408","0.16007442273239408","0.16007442273239408"
"16","0.16015450411644805","0.16015450411644805","0.16015450411644805"
"17","0.1348803392382707","0.1348803392382707","0.1348803392382707"
"18","0.1543657253115116","0.1543657253115116","0.1543657253115116"
"19","0.19144224859926173","0.19144224859926173","0.19144224859926173"
"20","0.2099394278499999","0.2099394278499999","0.2099394278499999"
"21","0.2191462216236072","0.2191462216236072","0.2191462216236072"
"22","0.250231344045581","0.250231344045581","0.250231344045581"
"23","0.2753479158547734","0.2753479158547734","0.2753479158547734"
"24","0.2750883369855633","0.2750883369855633","0.2750883369855633"
"25","0.2703420886507538","0.2703420886507538","0.2703420886507538"
"26","0.2467479248840307","0.2467479248840307","0.2467479248840307"
"27","0.23475690491461923","0.23475690491461923","0.23475690491461923"
"28","0.20547360984457336","0.20547360984457336","0.20547360984457336"
"29","0.16240973064416964","0.16240973064416964","0.16240973064416964"
"30","0.14019893151757953","0.14019893151757953","0.14019893151757953"
"31","0.13455372534572918","0.13455372534572918","0.13455372534572918"
"32","0.13148458497067744","0.13148458497067744","0.13148458497067744"
"33","0.1298840937216102","0.1298840937216102","0.1298840937216102"
"34","0.1661355484251463","0.1661355484251463","0.1661355484251463"
"35","0.21576324358584406","0.21576324358584406","0.21576324358584406"
"36","0.24048862866370213","0.24048862866370213","0.24048862866370213"
"37","0.24782140364709995","0.24782140364709995","0.24782140364709995"
"38","0.23709127772703287","0.23709127772703287","0.23709127772703287"
"39","0.2317214891104572","0.2317214891104572","0.2317214891104572"
"40","0.20737905226768538","0.20737905226768538","0.20737905226768538"
"41","0.1990252573341703","0.1990252573341703","0.1990252573341703"
"42","0.16456344176394905","0.16456344176394905","0.16456344176394905"
"43","0.1466276320788761","0.1466276320788761","0.1466276320788761"
"44","0.10659745112511106","0.10659745112511106","0.10659745112511106"
"45","0.08612118031587086","0.08612118031587086","0.08612118031587086"
"46","0.10538493037523876","0.10538493037523876","0.10538493037523876"
"47","0.11450066343593678","0.11450066343593678","0.11450066343593678"
"48","0.15427079302687388","0.15427079302687388","0.15427079302687388"
"49","0.1744492489551543","0.1744492489551543","0.1744492489551543"
"50","0.17924858121231413","0.17924858121231413","0.17924858121231413"
"51","0.18115852744001157","0.18115852744001157","0.18115852744001157"
"52","0.18199440580719603","0.18199440580719603","0.18199440580719603"
"53","0.2109908401389287","0.2109908401389287","0.2109908401389287"
"54","0.2528129180507013","0.2528129180507013","0.2528129180507013"
"55","0.2731421104836334","0.2731421104836334","0.2731421104836334"
"56","0.26419869791201156","0.26419869791201156","0.26419869791201156"
"57","0.2591465468134787","0.2591465468134787","0.2591465468134787"
"58","0.22762466677075893","0.22762466677075893","0.22762466677075893"
"59","0.21135389212754982","0.21135389212754982","0.21135389212754982"
"60","0.23269332963289965","0.23269332963289965","0.23269332963289965"
"61","0.24323559438970577","0.24323559438970577","0.24323559438970577"
"62","0.24847432422118892","0.24847432422118892","0.24847432422118892"
"63","0.22192670971338177","0.22192670971338177","0.22192670971338177"
"64","0.18290996547754904","0.18290996547754904","0.18290996547754904"
"65","0.1618433945879248","0.1618433945879248","0.1618433945879248"
"66","0.14731114306744997","0.14731114306744997","0.14731114306744997"
"67","0.17153243833589774","0.17153243833589774","0.17153243833589774"
"68","0.2135498849677063","0.2135498849677063","0.2135498849677063"
"69","0.2338517327243235","0.2338517327243235","0.2338517327243235"
"70","0.21443755967435793","0.21443755967435793","0.21443755967435793"
"71","0.2276976321604701","0.2276976321604701","0.2276976321604701"
"72","0.2614405258915286","0.2614405258915286","0.2614405258915286"
"73","0.2856529263466122","0.2856529263466122","0.2856529263466122"
"74","0.2896405995034593","0.2896405995034593","0.2896405995034593"
"75","0.2914274612292069","0.2914274612292069","0.2914274612292069"
"76","0.2922706614060744","0.2922706614060744","0.2922706614060744"
"77","0.2926798984541574","0.2926798984541574","0.2926798984541574"
"78","0.2928814508379535","0.2928814508379535","0.2928814508379535"
"79","0.3015888678296548","0.3015888678296548","0.3015888678296548"
"80","0.30567400561699315","0.30567400561699315","0.30567400561699315"
"81","0.3076419428351511","0.3076419428351511","0.3076419428351511"
"82","0.28110892405160975","0.28110892405160975","0.28110892405160975"
"83","0.2877216706298952","0.2877216706298952","0.2877216706298952"
"84","0.29055238604820466","0.29055238604820466","0.29055238604820466"
"85","0.265009595306484","0.265009595306484","0.265009595306484"
"86","0.279185369634481","0.279185369634481","0.279185369634481"
"87","0.26727423057111305","0.26727423057111305","0.26727423057111305"
"88","0.23212421893011095","0.23212421893011095","0.23212421893011095"
"89","0.2073938121028838","0.2073938121028838","0.2073938121028838"
"90","0.20135596569351527","0.20135596569351527","0.20135596569351527"
"91","0.16783682368388617","0.16783682368388617","0.16783682368388617"
"92","0.1504909660405345","0.1504909660405345","0.1504909660405345"
"93","0.10984003034591079","0.10984003034591079","0.10984003034591079"
"94","0.09166280177006389","0.09166280177006389","0.09166280177006389"
"95","0.11570847058912927","0.11570847058912927","0.11570847058912927"
"96","0.12772778878987118","0.12772778878987118","0.12772778878987118"
"97","0.16268170819636701","0.16268170819636701","0.16268170819636701"
"98","0.20964732709292813","0.20964732709292813","0.20964732709292813"
"99","0.23202499955229747","0.23202499955229747","0.23202499955229747"
"100","0.2362959891485956","0.2362959891485956","0.2362959891485956"
"101","0.23789563156193252","0.23789563156193252","0.23789563156193252"
"102","0.24593629125214536","0.24593629125214536","0.24593629125214536"
"103","0.2562823442083423","0.2562823442083423","0.2562823442083423"
"104","0.2550329237978818","0.2550329237978818","0.2550329237978818"
"105","0.23072004399065435","0.23072004399065435","0.23072004399065435"
"106","0.18659259845068793","0.18659259845068793","0.18659259845068793"
"107","0.1635063999059271","0.1635063999059271","0.1635063999059271"
"108","0.15170207557560325","0.15170207557560325","0.15170207557560325"
"109","0.17822902344432232","0.17822902344432232","0.17822902344432232"
"110","0.22253075391793267","0.22253075391793267","0.22253075391793267"
"111","0.24802732790324802","0.24802732790324802","0.24802732790324802"
"112","0.26036556713962605","0.26036556713962605","0.26036556713962605"
"113","0.2925478553074629","0.2925478553074629","0.2925478553074629"
"114","0.3356730975069659","0.3356730975069659","0.3356730975069659"
"115","0.35027343970177915","0.35027343970177915","0.35027343970177915"
"116","0.356603292010889","0.356603292010889","0.356603292010889"
"117","0.33330936265450084","0.33330936265450084","0.33330936265450084"
