"Step","env: CHICKENBANANA - lambdas/Chicken","env: CHICKENBANANA - lambdas/Chicken__MIN","env: CHICKENBANANA - lambdas/Chicken__MAX"
"1","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"2","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"3","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"4","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"5","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"6","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"8","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"9","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"10","0.47024386025517273","0.47024386025517273","0.47024386025517273"
"11","0.48410282489239564","0.48410282489239564","0.48410282489239564"
"12","0.5050812709898084","0.5050812709898084","0.5050812709898084"
"13","0.5297772423801574","0.5297772423801574","0.5297772423801574"
"14","0.5208378422131247","0.5208378422131247","0.5208378422131247"
"15","0.4933959903186427","0.4933959903186427","0.4933959903186427"
"16","0.47887886312848305","0.47887886312848305","0.47887886312848305"
"17","0.4409572829064817","0.4409572829064817","0.4409572829064817"
"18","0.4270583895184227","0.4270583895184227","0.4270583895184227"
"19","0.4502332616346804","0.4502332616346804","0.4502332616346804"
"20","0.4607637584647015","0.4607637584647015","0.4607637584647015"
"21","0.4657522994256073","0.4657522994256073","0.4657522994256073"
"22","0.45219617925994293","0.45219617925994293","0.45219617925994293"
"23","0.46185145792713367","0.46185145792713367","0.46185145792713367"
"24","0.49054414967554816","0.49054414967554816","0.49054414967554816"
"25","0.543587967627727","0.543587967627727","0.543587967627727"
"26","0.5494037824065727","0.5494037824065727","0.5494037824065727"
"27","0.5521258500221466","0.5521258500221466","0.5521258500221466"
"28","0.5298497689486945","0.5298497689486945","0.5298497689486945"
"29","0.5348713837758134","0.5348713837758134","0.5348713837758134"
"30","0.5367190929375409","0.5367190929375409","0.5367190929375409"
"31","0.5609021142612931","0.5609021142612931","0.5609021142612931"
"32","0.5736842646229927","0.5736842646229927","0.5736842646229927"
"33","0.580260335861679","0.580260335861679","0.580260335861679"
"34","0.5870949852866146","0.5870949852866146","0.5870949852866146"
"35","0.567359857280087","0.567359857280087","0.567359857280087"
"36","0.5569919080701651","0.5569919080701651","0.5569919080701651"
"37","0.5958900495217472","0.5958900495217472","0.5958900495217472"
"38","0.6356141613243191","0.6356141613243191","0.6356141613243191"
"39","0.6541010471377895","0.6541010471377895","0.6541010471377895"
"40","0.6463767651706271","0.6463767651706271","0.6463767651706271"
"41","0.5985538680545437","0.5985538680545437","0.5985538680545437"
"42","0.5939294094916766","0.5939294094916766","0.5939294094916766"
"43","0.5907536766859026","0.5907536766859026","0.5907536766859026"
"44","0.6100305679069998","0.6100305679069998","0.6100305679069998"
"45","0.6196747998965397","0.6196747998965397","0.6196747998965397"
"46","0.6525501944685816","0.6525501944685816","0.6525501944685816"
"47","0.6677051379196759","0.6677051379196759","0.6677051379196759"
"48","0.67668698766065","0.67668698766065","0.67668698766065"
"49","0.6798029403010002","0.6798029403010002","0.6798029403010002"
"50","0.7230596356219274","0.7230596356219274","0.7230596356219274"
"51","0.7431822531492368","0.7431822531492368","0.7431822531492368"
"52","0.7528576055639851","0.7528576055639851","0.7528576055639851"
"53","0.7310904147172441","0.7310904147172441","0.7310904147172441"
"54","0.6946411925089815","0.6946411925089815","0.6946411925089815"
"55","0.676855215183831","0.676855215183831","0.676855215183831"
"56","0.6558333598931927","0.6558333598931927","0.6558333598931927"
"57","0.6443076928337094","0.6443076928337094","0.6443076928337094"
"58","0.6630439420668502","0.6630439420668502","0.6630439420668502"
"59","0.6724998586493061","0.6724998586493061","0.6724998586493061"
"60","0.6520886724991888","0.6520886724991888","0.6520886724991888"
"61","0.6420325708705381","0.6420325708705381","0.6420325708705381"
"62","0.637042249794803","0.637042249794803","0.637042249794803"
"63","0.659262878417196","0.659262878417196","0.659262878417196"
"64","0.6515715647007754","0.6515715647007754","0.6515715647007754"
"65","0.6461377960957528","0.6461377960957528","0.6461377960957528"
"66","0.690771803969584","0.690771803969584","0.690771803969584"
"67","0.6866598880079027","0.6866598880079027","0.6866598880079027"
"68","0.6590157428657133","0.6590157428657133","0.6590157428657133"
"69","0.645456815103795","0.645456815103795","0.645456815103795"
"70","0.6635715213305694","0.6635715213305694","0.6635715213305694"
"71","0.6882441397727315","0.6882441397727315","0.6882441397727315"
"72","0.6739804015247578","0.6739804015247578","0.6739804015247578"
"73","0.629363072010571","0.629363072010571","0.629363072010571"
"74","0.6448696704317499","0.6448696704317499","0.6448696704317499"
"75","0.652242400957333","0.652242400957333","0.652242400957333"
"76","0.6558353688778337","0.6558353688778337","0.6558353688778337"
"77","0.6576087396022494","0.6576087396022494","0.6576087396022494"
"78","0.658489677188805","0.658489677188805","0.658489677188805"
"79","0.6225090098655108","0.6225090098655108","0.6225090098655108"
"80","0.6038431069689725","0.6038431069689725","0.6038431069689725"
"81","0.594352663099529","0.594352663099529","0.594352663099529"
"82","0.613017429102736","0.613017429102736","0.613017429102736"
"83","0.6373362325292068","0.6373362325292068","0.6373362325292068"
"84","0.6486313581365546","0.6486313581365546","0.6486313581365546"
"85","0.6788623024238735","0.6788623024238735","0.6788623024238735"
"86","0.6690716756753605","0.6690716756753605","0.6690716756753605"
"87","0.6518613554043312","0.6518613554043312","0.6518613554043312"
"88","0.6671285682595285","0.6671285682595285","0.6671285682595285"
"89","0.7150370389816209","0.7150370389816209","0.7150370389816209"
"90","0.6991465961325761","0.6991465961325761","0.6991465961325761"
"91","0.7168214238118203","0.7168214238118203","0.7168214238118203"
"92","0.7256681708519589","0.7256681708519589","0.7256681708519589"
"93","0.7571636352093767","0.7571636352093767","0.7571636352093767"
"94","0.7259695170771174","0.7259695170771174","0.7259695170771174"
"95","0.6825307619113732","0.6825307619113732","0.6825307619113732"
"96","0.6609595451522777","0.6609595451522777","0.6609595451522777"
"97","0.6731423442678826","0.6731423442678826","0.6731423442678826"
"98","0.652708821758704","0.652708821758704","0.652708821758704"
"99","0.6424083210023143","0.6424083210023143","0.6424083210023143"
"100","0.6777638742080849","0.6777638742080849","0.6777638742080849"
"101","0.6941418544910349","0.6941418544910349","0.6941418544910349"
"102","0.6636441645389224","0.6636441645389224","0.6636441645389224"
"103","0.606645866963218","0.606645866963218","0.606645866963218"
"104","0.6194700799073347","0.6194700799073347","0.6194700799073347"
"105","0.6068859472212478","0.6068859472212478","0.6068859472212478"
"106","0.6234676717718214","0.6234676717718214","0.6234676717718214"
"107","0.6315736061484138","0.6315736061484138","0.6315736061484138"
"108","0.6355711144640487","0.6355711144640487","0.6355711144640487"
"109","0.613303108804265","0.613303108804265","0.613303108804265"
"110","0.5791048770824048","0.5791048770824048","0.5791048770824048"
"111","0.5164143319526218","0.5164143319526218","0.5164143319526218"
"112","0.4855887378438189","0.4855887378438189","0.4855887378438189"
"113","0.49579633824645775","0.49579633824645775","0.49579633824645775"
"114","0.4798712200946516","0.4798712200946516","0.4798712200946516"
"115","0.5116471288839408","0.5116471288839408","0.5116471288839408"
"116","0.5262770893823674","0.5262770893823674","0.5262770893823674"
"117","0.5551175131327108","0.5551175131327108","0.5551175131327108"
"118","0.5927588037665571","0.5927588037665571","0.5927588037665571"
