"Step","env: DQNREACHER - ep_info/Target2","env: DQNREACHER - ep_info/Target2__MIN","env: DQNREACHER - ep_info/Target2__MAX"
"1000","279.5550067219883","279.5550067219883","279.5550067219883"
"2000","480.8439037716016","480.8439037716016","480.8439037716016"
"3000","426.95146250166","426.95146250166","426.95146250166"
"4000","587.9614445734769","587.9614445734769","587.9614445734769"
"5000","447.30766478553414","447.30766478553414","447.30766478553414"
"6000","227.02136868744856","227.02136868744856","227.02136868744856"
"7000","480.32870034035295","480.32870034035295","480.32870034035295"
"8000","583.6270104050636","583.6270104050636","583.6270104050636"
"9000","601.2767579853535","601.2767579853535","601.2767579853535"
"10000","325.20954888965935","325.20954888965935","325.20954888965935"
"11000","368.1005554641597","368.1005554641597","368.1005554641597"
"12000","459.56311391294","459.56311391294","459.56311391294"
"13000","374.08207593113184","374.08207593113184","374.08207593113184"
"14000","235.9619433148473","235.9619433148473","235.9619433148473"
"15000","516.1232198625803","516.1232198625803","516.1232198625803"
"16000","252.59230038436363","252.59230038436363","252.59230038436363"
"17000","542.4985610693693","542.4985610693693","542.4985610693693"
"18000","486.2459193393588","486.2459193393588","486.2459193393588"
"19000","285.0564629606306","285.0564629606306","285.0564629606306"
"20000","227.58124322554795","227.58124322554795","227.58124322554795"
"21000","430.1693313010037","430.1693313010037","430.1693313010037"
"22000","477.2364428564906","477.2364428564906","477.2364428564906"
"23000","417.1255935775116","417.1255935775116","417.1255935775116"
"24000","579.6327557060868","579.6327557060868","579.6327557060868"
"25000","401.41248662769794","401.41248662769794","401.41248662769794"
"26000","420.09566519688815","420.09566519688815","420.09566519688815"
"27000","535.4922966845334","535.4922966845334","535.4922966845334"
"28000","271.2356771528139","271.2356771528139","271.2356771528139"
"29000","480.1176390899345","480.1176390899345","480.1176390899345"
"30000","535.0503120645881","535.0503120645881","535.0503120645881"
"31000","590.3192232458387","590.3192232458387","590.3192232458387"
"32000","527.325422713533","527.325422713533","527.325422713533"
"33000","619.6954039633274","619.6954039633274","619.6954039633274"
"34000","574.5275833010674","574.5275833010674","574.5275833010674"
"35000","624.8436132073402","624.8436132073402","624.8436132073402"
"36000","540.4678039699793","540.4678039699793","540.4678039699793"
"37000","260.18108010183096","260.18108010183096","260.18108010183096"
"38000","384.7959117544815","384.7959117544815","384.7959117544815"
"39000","274.84096897084964","274.84096897084964","274.84096897084964"
"40000","544.004033446312","544.004033446312","544.004033446312"
"41000","533.9536786563694","533.9536786563694","533.9536786563694"
"42000","446.49826315045357","446.49826315045357","446.49826315045357"
"43000","480.31247636675835","480.31247636675835","480.31247636675835"
"44000","300.09960946347564","300.09960946347564","300.09960946347564"
"45000","285.47661964711733","285.47661964711733","285.47661964711733"
"46000","465.2548806667328","465.2548806667328","465.2548806667328"
"47000","494.5021553337574","494.5021553337574","494.5021553337574"
"48000","210.99955660261912","210.99955660261912","210.99955660261912"
"49000","390.12655605375767","390.12655605375767","390.12655605375767"
"50000","262.45125977811404","262.45125977811404","262.45125977811404"
"51000","327.71689765527844","327.71689765527844","327.71689765527844"
"52000","338.2744036093354","338.2744036093354","338.2744036093354"
"53000","313.06104744039476","313.06104744039476","313.06104744039476"
"54000","551.6428373754025","551.6428373754025","551.6428373754025"
"55000","302.1379045005888","302.1379045005888","302.1379045005888"
"56000","534.019015878439","534.019015878439","534.019015878439"
"57000","283.6920435712673","283.6920435712673","283.6920435712673"
"58000","522.9326417148113","522.9326417148113","522.9326417148113"
"59000","482.0070860981941","482.0070860981941","482.0070860981941"
"60000","533.7514246702194","533.7514246702194","533.7514246702194"
"61000","393.84400257468224","393.84400257468224","393.84400257468224"
"62000","468.47676818072796","468.47676818072796","468.47676818072796"
"63000","344.0797258168459","344.0797258168459","344.0797258168459"
"64000","509.78903383016586","509.78903383016586","509.78903383016586"
"65000","355.1026687249541","355.1026687249541","355.1026687249541"
"66000","309.81499317329144","309.81499317329144","309.81499317329144"
"67000","257.42912658625573","257.42912658625573","257.42912658625573"
"68000","248.38595215114765","248.38595215114765","248.38595215114765"
"69000","454.77341452240944","454.77341452240944","454.77341452240944"
"70000","570.4551186710596","570.4551186710596","570.4551186710596"
"71000","542.8348840028048","542.8348840028048","542.8348840028048"
"72000","380.52804290503263","380.52804290503263","380.52804290503263"
"73000","379.761107429862","379.761107429862","379.761107429862"
"74000","423.62875252217054","423.62875252217054","423.62875252217054"
"75000","242.94570631172974","242.94570631172974","242.94570631172974"
"76000","570.6325743794441","570.6325743794441","570.6325743794441"
"77000","396.3034580498934","396.3034580498934","396.3034580498934"
"78000","470.8242144882679","470.8242144882679","470.8242144882679"
"79000","380.64190612733364","380.64190612733364","380.64190612733364"
"80000","378.7951843738556","378.7951843738556","378.7951843738556"
"81000","446.8729990273714","446.8729990273714","446.8729990273714"
"82000","266.95429491926916","266.95429491926916","266.95429491926916"
"83000","463.51000539958477","463.51000539958477","463.51000539958477"
"84000","255.2244213386566","255.2244213386566","255.2244213386566"
"85000","440.83287128061056","440.83287128061056","440.83287128061056"
"86000","322.53678677789867","322.53678677789867","322.53678677789867"
"87000","327.6649614982307","327.6649614982307","327.6649614982307"
"88000","567.007148951292","567.007148951292","567.007148951292"
"89000","255.05544684792403","255.05544684792403","255.05544684792403"
"90000","312.52319390233606","312.52319390233606","312.52319390233606"
"91000","620.8094352036715","620.8094352036715","620.8094352036715"
"92000","342.3174190968275","342.3174190968275","342.3174190968275"
"93000","556.9935238361359","556.9935238361359","556.9935238361359"
"94000","585.1802446320653","585.1802446320653","585.1802446320653"
"95000","485.8803890347481","485.8803890347481","485.8803890347481"
"96000","345.94368870556355","345.94368870556355","345.94368870556355"
"97000","223.2653375045702","223.2653375045702","223.2653375045702"
"98000","575.1676486730576","575.1676486730576","575.1676486730576"
"99000","415.64663057774305","415.64663057774305","415.64663057774305"
"100000","405.85784704983234","405.85784704983234","405.85784704983234"
"101000","559.0433166921139","559.0433166921139","559.0433166921139"
"102000","301.99314176361077","301.99314176361077","301.99314176361077"
"103000","287.3941945078841","287.3941945078841","287.3941945078841"
"104000","369.60249768942595","369.60249768942595","369.60249768942595"
"105000","468.359184011817","468.359184011817","468.359184011817"
"106000","549.6964365243912","549.6964365243912","549.6964365243912"
"107000","269.03278890112415","269.03278890112415","269.03278890112415"
"108000","252.24469897762174","252.24469897762174","252.24469897762174"
"109000","599.5040060207248","599.5040060207248","599.5040060207248"
"110000","399.09064438939095","399.09064438939095","399.09064438939095"
"111000","441.2741999477148","441.2741999477148","441.2741999477148"
"112000","512.3766512423754","512.3766512423754","512.3766512423754"
"113000","241.1333172459199","241.1333172459199","241.1333172459199"
"114000","337.8251756429672","337.8251756429672","337.8251756429672"
"115000","504.4116811156273","504.4116811156273","504.4116811156273"
"116000","516.7976247519255","516.7976247519255","516.7976247519255"
"117000","264.97808517623344","264.97808517623344","264.97808517623344"
"118000","353.8334563821554","353.8334563821554","353.8334563821554"
"119000","614.7075173258781","614.7075173258781","614.7075173258781"
"120000","534.7291922271252","534.7291922271252","534.7291922271252"
"121000","259.5011463203118","259.5011463203118","259.5011463203118"
"122000","415.67525874078274","415.67525874078274","415.67525874078274"
"123000","462.6382708698511","462.6382708698511","462.6382708698511"
"124000","436.59703373908997","436.59703373908997","436.59703373908997"
"125000","341.86538336845115","341.86538336845115","341.86538336845115"
"126000","350.66932221432216","350.66932221432216","350.66932221432216"
"127000","247.9819604136287","247.9819604136287","247.9819604136287"
"128000","119.53357273942675","119.53357273942675","119.53357273942675"
"129000","356.7813821256277","356.7813821256277","356.7813821256277"
"130000","402.39816799759865","402.39816799759865","402.39816799759865"
"131000","307.82495863502845","307.82495863502845","307.82495863502845"
"132000","507.679888471961","507.679888471961","507.679888471961"
