_step,lambdas/Banana,seed,arm
1,0.3333333333333333,1768704443,0.5
2,0.3333333333333333,1768704443,0.5
3,0.3333333333333333,1768704443,0.5
4,0.3333333333333333,1768704443,0.5
5,0.3333333333333333,1768704443,0.5
6,0.3333333333333333,1768704443,0.5
7,0.3333333333333333,1768704443,0.5
8,0.3333333333333333,1768704443,0.5
9,0.3333333333333333,1768704443,0.5
10,0.2852344964303655,1768704443,0.5
11,0.2649238602617536,1768704443,0.5
12,0.2342586136620807,1768704443,0.5
13,0.2040016720893514,1768704443,0.5
14,0.1620519196803294,1768704443,0.5
15,0.1414188514095351,1768704443,0.5
16,0.1106170076702255,1768704443,0.5
17,0.0984645510837332,1768704443,0.5
18,0.07084115054623,1768704443,0.5
19,0.0355312750148583,1768704443,0.5
20,0.0184208491194614,1768704443,0.5
21,0.0090827564462859,1768704443,0.5
22,0.0267965160804701,1768704443,0.5
23,0.036013066685226,1768704443,0.5
24,0.0653893913834051,1768704443,0.5
25,0.0808288840028842,1768704443,0.5
26,0.1126098418628945,1768704443,0.5
27,0.1286288345935861,1768704443,0.5
28,0.1405303278003442,1768704443,0.5
29,0.14663229216469,1768704443,0.5
30,0.1497197175807354,1768704443,0.5
31,0.1553306659088776,1768704443,0.5
32,0.1322673592127505,1768704443,0.5
33,0.1204019691765575,1768704443,0.5
34,0.0853579337652587,1768704443,0.5
35,0.0702494008007167,1768704443,0.5
36,0.0355764609791364,1768704443,0.5
37,0.0179217888318409,1768704443,0.5
38,0.0090148521477961,1768704443,0.5
39,0.0045414782268083,1768704443,0.5
40,0.0296159285174152,1768704443,0.5
41,0.0421115760304316,1768704443,0.5
42,0.0483475096246963,1768704443,0.5
43,0.0514623188199802,1768704443,0.5
44,0.0822466316159026,1768704443,0.5
45,0.0980823226144874,1768704443,0.5
46,0.1060992495634982,1768704443,0.5
47,0.1101309620958442,1768704443,0.5
48,0.1121524380351237,1768704443,0.5
49,0.1131645567116671,1768704443,0.5
50,0.0856140436530863,1768704443,0.5
51,0.071709160135062,1768704443,0.5
