_step,lambdas/Chicken,seed,arm
1,0.3333333333333333,1768704740,50
2,0.3333333333333333,1768704740,50
3,0.3333333333333333,1768704740,50
4,0.3333333333333333,1768704740,50
5,0.3333333333333333,1768704740,50
6,0.3333333333333333,1768704740,50
7,0.3333333333333333,1768704740,50
8,0.3333333333333333,1768704740,50
9,0.3333333333333333,1768704740,50
10,0.3333333333333333,1768704740,50
11,0.3333333333333333,1768704740,50
12,0.3333333333333333,1768704740,50
13,0.3333333333333333,1768704740,50
14,0.3333333333333333,1768704740,50
15,0.3333333333333333,1768704740,50
16,0.3333333333333333,1768704740,50
17,0.3333333333333333,1768704740,50
18,0.3333333333333333,1768704740,50
19,0.3333333333333333,1768704740,50
20,0.3333333333333333,1768704740,50
21,0.3333333333333333,1768704740,50
22,0.3333333333333333,1768704740,50
23,0.3333333333333333,1768704740,50
24,0.3333333333333333,1768704740,50
25,0.3333333333333333,1768704740,50
26,0.3333333333333333,1768704740,50
27,0.3333333333333333,1768704740,50
28,0.3333333333333333,1768704740,50
29,0.3333333333333333,1768704740,50
30,0.3333333333333333,1768704740,50
31,0.3333333333333333,1768704740,50
32,0.3333333333333333,1768704740,50
33,0.3333333333333333,1768704740,50
34,0.3333333333333333,1768704740,50
35,0.3333333333333333,1768704740,50
36,0.3333333333333333,1768704740,50
37,0.3333333333333333,1768704740,50
38,0.3333333333333333,1768704740,50
39,0.3333333333333333,1768704740,50
40,0.3333333333333333,1768704740,50
41,0.3333333333333333,1768704740,50
42,0.3333333333333333,1768704740,50
43,0.3333333333333333,1768704740,50
44,0.3333333333333333,1768704740,50
45,0.3333333333333333,1768704740,50
46,0.3333333333333333,1768704740,50
47,0.3333333333333333,1768704740,50
48,0.3333333333333333,1768704740,50
49,0.3333333333333333,1768704740,50
50,0.7534353284036286,1768704740,50
51,0.7579520364876337,1768704740,50
52,0.7598851838103662,1768704740,50
53,0.7654299429600392,1768704740,50
54,0.7682189905356885,1768704740,50
55,0.7738854594154454,1768704740,50
56,0.7814390752579772,1768704740,50
57,0.7852448605920956,1768704740,50
58,0.7919049355873036,1768704740,50
59,0.8000171463862585,1768704740,50
60,0.8088749595121016,1768704740,50
61,0.8179852265596628,1768704740,50
62,0.8274775865565519,1768704740,50
63,0.8322627790702064,1768704740,50
64,0.834665192201594,1768704740,50
65,0.8359234640182122,1768704740,50
66,0.8365122975165187,1768704740,50
67,0.8487012867681647,1768704740,50
68,0.8596998920077646,1768704740,50
69,0.8602545186796393,1768704740,50
70,0.8605136533488599,1768704740,50
71,0.8606386978990649,1768704740,50
72,0.8607000922467273,1768704740,50
73,0.8656926205336458,1768704740,50
74,0.8681924924880511,1768704740,50
75,0.8644860565437983,1768704740,50
76,0.867586079044025,1768704740,50
77,0.8691393277723134,1768704740,50
78,0.869916762222786,1768704740,50
79,0.8752821583852077,1768704740,50
80,0.8729878782504377,1768704740,50
81,0.8718411636438445,1768704740,50
82,0.8712679141254216,1768704740,50
83,0.8759594283678717,1768704740,50
84,0.8833729686030208,1768704740,50
85,0.8921803363371894,1768704740,50
86,0.8914366587640005,1768704740,50
87,0.8910471816270189,1768704740,50
88,0.8908480415393863,1768704740,50
89,0.8908917534780113,1768704740,50
90,0.8908815958531039,1768704740,50
91,0.8908685129863854,1768704740,50
92,0.8908599705919159,1768704740,50
93,0.8908551991693623,1768704740,50
94,0.8959619551046858,1768704740,50
95,0.8985169093617625,1768704740,50
96,0.8997947642288847,1768704740,50
97,0.9004337840510838,1768704740,50
98,0.9059755303179504,1768704740,50
99,0.9087523007766148,1768704740,50
100,0.9101421519966264,1768704740,50
101,0.9108374430565462,1768704740,50
102,0.9164232876360898,1768704740,50
103,0.9192219325677098,1768704740,50
104,0.9258767154864426,1768704740,50
105,0.929209221921805,1768704740,50
106,0.93087672903278,1768704740,50
107,0.9317107929439412,1768704740,50
108,0.9321279020980368,1768704740,50
109,0.9323364759258698,1768704740,50
110,0.9324407676463744,1768704740,50
111,0.93249291470751,1768704740,50
112,0.9325189885382033,1768704740,50
113,0.9270547267782938,1768704740,50
114,0.9243261735377823,1768704740,50
115,0.9284328273228803,1768704740,50
116,0.930488253758601,1768704740,50
117,0.9315164861808746,1768704740,50
118,0.9320307314810512,1768704740,50
119,0.9375556917574734,1768704740,50
120,0.9403228436210742,1768704740,50
121,0.9417075771988008,1768704740,50
122,0.9424002321087848,1768704740,50
123,0.9427466314324714,1768704740,50
124,0.942919849041272,1768704740,50
125,0.9486177602258876,1768704740,50
126,0.9458543581553536,1768704740,50
127,0.9444734509307664,1768704740,50
128,0.9437831976398018,1768704740,50
129,0.9381569208905768,1768704740,50
130,0.9408676775825052,1768704740,50
131,0.9422044103063588,1768704740,50
132,0.9428680852953631,1768704740,50
133,0.9431987462464636,1768704740,50
134,0.9433637821265264,1768704740,50
135,0.9434462263604122,1768704740,50
136,0.9488825003001934,1768704740,50
137,0.9516041147605916,1768704740,50
138,0.9529657788742594,1768704740,50
139,0.9592716057556994,1768704740,50
140,0.962434232301767,1768704740,50
141,0.9640179708682552,1768704740,50
142,0.9648104460973568,1768704740,50
143,0.9652068351508938,1768704740,50
144,0.9654050675314562,1768704740,50
145,0.9655041931844408,1768704740,50
146,0.9655537583765156,1768704740,50
147,0.965578541563937,1768704740,50
148,0.965590933305492,1768704740,50
149,0.9655971292132306,1768704740,50
150,0.9656002271763402,1768704740,50
151,0.9599592018921874,1768704740,50
152,0.9571423605902244,1768704740,50
153,0.950109684486492,1768704740,50
154,0.9465993419553744,1768704740,50
155,0.9448456965480908,1768704740,50
156,0.9439692586659028,1768704740,50
157,0.9435311363488116,1768704740,50
158,0.9380323570971932,1768704740,50
159,0.9352872618163316,1768704740,50
160,0.9339157986401816,1768704740,50
161,0.9332303395232308,1768704740,50
162,0.9274063477665728,1768704740,50
163,0.9299754478732896,1768704740,50
164,0.9312601934712263,1768704740,50
165,0.9319026129046282,1768704740,50
166,0.9322238339981922,1768704740,50
167,0.9323844473539544,1768704740,50
168,0.9324647547296748,1768704740,50
169,0.9325049085914444,1768704740,50
170,0.9325249855657376,1768704740,50
171,0.9325350240637276,1768704740,50
172,0.9325400433154324,1768704740,50
173,0.9325425529419624,1768704740,50
174,0.9325438077553964,1768704740,50
175,0.9325444351621558,1768704740,50
176,0.938031834614668,1768704740,50
177,0.9407790702787228,1768704740,50
178,0.9421535583858202,1768704740,50
179,0.948229100212468,1768704740,50
180,0.95127563797514,1768704740,50
181,0.952801095018446,1768704740,50
182,0.9535643701326828,1768704740,50
183,0.9539461442817022,1768704740,50
184,0.9541370654971404,1768704740,50
185,0.9542325346392102,1768704740,50
186,0.9542802713437222,1768704740,50
187,0.9543041402293336,1768704740,50
188,0.948693560980495,1768704740,50
189,0.9458920417650202,1768704740,50
190,0.9444922386956396,1768704740,50
191,0.9437925780312544,1768704740,50
192,0.9434428081332054,1768704740,50
193,0.9432679383197624,1768704740,50
194,0.9431805072003158,1768704740,50
195,0.9431367925878336,1768704740,50
196,0.9431149355184554,1768704740,50
197,0.9431040070429886,1768704740,50
198,0.9430985428200616,1768704740,50
199,0.9430958107123,1768704740,50
200,0.9430944446593446,1768704740,50
201,0.9487060533654216,1768704740,50
202,0.9515157537694094,1768704740,50
203,0.9585518012432857,1768704740,50
204,0.9620756598805728,1768704740,50
205,0.9638390206052322,1768704740,50
206,0.9647210553894996,1768704740,50
207,0.965162160957515,1768704740,50
208,0.9709197984182104,1768704740,50
209,0.9738034836875028,1768704740,50
210,0.9752465318080508,1768704740,50
211,0.9759683558409004,1768704740,50
212,0.9821082904081078,1768704740,50
213,0.985185265992096,1768704740,50
214,0.9867254969613208,1768704740,50
215,0.9874960471217162,1768704740,50
216,0.9878814307306528,1768704740,50
217,0.9880741496497552,1768704740,50
218,0.9881705158857697,1768704740,50
219,0.9882187006976182,1768704740,50
220,0.9882427935269686,1768704740,50
221,0.988254840047496,1768704740,50
222,0.9882608633342224,1768704740,50
223,0.9882638749842008,1768704740,50
224,0.988265380810844,1768704740,50
225,0.9882661337245792,1768704740,50
226,0.98826651018155,1768704740,50
227,0.9882666984100614,1768704740,50
228,0.9882667925243234,1768704740,50
229,0.988266839581456,1768704740,50
230,0.9882668631100228,1768704740,50
231,0.9882668748743064,1768704740,50
232,0.988266880756448,1768704740,50
233,0.988266883697519,1768704740,50
234,0.9882668851680544,1768704740,50
235,0.9882668859033222,1768704740,50
236,0.988266886270956,1768704740,50
237,0.988266886454773,1768704740,50
238,0.9940703589486742,1768704740,50
239,0.9969757843886295,1768704740,50
240,0.9984294048727969,1768704740,50
241,0.9991564402331944,1768704740,50
242,0.9995200139647604,1768704740,50
243,0.9997018148148358,1768704740,50
244,0.9997927187323764,1768704740,50
245,0.999838171563826,1768704740,50
246,0.9998608981976648,1768704740,50
247,0.999872261569106,1768704740,50
248,0.999877943268456,1768704740,50
249,0.9998807841215384,1768704740,50
250,0.9998822045489312,1768704740,50
251,0.9998829147628406,1768704740,50
252,0.9998832698698484,1768704740,50
253,0.999883447423366,1768704740,50
254,0.9998835362001276,1768704740,50
255,0.9940703147261152,1768704740,50
256,0.9911673599210864,1768704740,50
257,0.9897168110224756,1768704740,50
258,0.988991770508218,1768704740,50
259,0.988629308960604,1768704740,50
260,0.9884480928923708,1768704740,50
261,0.9883574885381708,1768704740,50
262,0.98831218728149,1768704740,50
263,0.9882895368833092,1768704740,50
264,0.988278211741766,1768704740,50
265,0.988272549185382,1768704740,50
266,0.9882697179107868,1768704740,50
267,0.9882683022743886,1768704740,50
268,0.9882675944564142,1768704740,50
269,0.9882672405474834,1768704740,50
270,0.9882670635930318,1768704740,50
271,0.9882669751158096,1768704740,50
272,0.9882669308771994,1768704740,50
273,0.9882669087578946,1768704740,50
274,0.9882668976982422,1768704740,50
275,0.988266892168416,1768704740,50
276,0.9824734752319284,1768704740,50
277,0.979580620800888,1768704740,50
278,0.9781351714055436,1768704740,50
279,0.977412692945444,1768704740,50
280,0.977051515497204,1768704740,50
281,0.9768709422463134,1768704740,50
282,0.9767806594926464,1768704740,50
283,0.9767355190841908,1768704740,50
284,0.9767129491221118,1768704740,50
285,0.9767016642016164,1768704740,50
286,0.9766960217565056,1768704740,50
287,0.9709206839886244,1768704740,50
288,0.9680370681478608,1768704740,50
289,0.9665962875997154,1768704740,50
290,0.9658761559260092,1768704740,50
291,0.9655161549584934,1768704740,50
292,0.9653361707194495,1768704740,50
293,0.9652461826645272,1768704740,50
294,0.9652011896536432,1768704740,50
295,0.965178693402399,1768704740,50
296,0.965167445340333,1768704740,50
297,0.96516182132519,1768704740,50
298,0.965159009321591,1768704740,50
299,0.9651576033207846,1768704740,50
300,0.9651569003206296,1768704740,50
301,0.9651565488206144,1768704740,50
302,0.9651563730706222,1768704740,50
303,0.96515628519563,1768704740,50
304,0.9651562412581348,1768704740,50
305,0.9709178900132204,1768704740,50
306,0.973802795725743,1768704740,50
307,0.9752462548111352,1768704740,50
308,0.975968234141489,1768704740,50
309,0.9763292860319714,1768704740,50
310,0.9765098275058126,1768704740,50
311,0.9766001021214156,1768704740,50
312,0.9766452403984544,1768704740,50
313,0.976667809779229,1768704740,50
314,0.9766790945301732,1768704740,50
315,0.9766847369207836,1768704740,50
316,0.9766875581198732,1768704740,50
317,0.9766889687203644,1768704740,50
318,0.9766896740208464,1768704740,50
319,0.9766900266711466,1768704740,50
320,0.9766902029963114,1768704740,50
321,0.9766902911588976,1768704740,50
322,0.9766903352401916,1768704740,50
323,0.9766903572808388,1768704740,50
324,0.9766903683011624,1768704740,50
325,0.9766903738113244,1768704740,50
326,0.9824734697118096,1768704740,50
327,0.985368904425191,1768704740,50
328,0.9868175791483538,1768704740,50
329,0.9875421540547472,1768704740,50
330,0.987904500669158,1768704740,50
331,0.9880856887385192,1768704740,50
332,0.9881762864602188,1768704740,50
333,0.9882215862423832,1768704740,50
334,0.9882442363637391,1768704740,50
335,0.9882555614819788,1768704740,50
336,0.988261224055488,1768704740,50
337,0.9940675229012316,1768704740,50
338,0.9969743651772616,1768704740,50
339,0.9984286949732516,1768704740,50
340,0.9991560852103388,1768704740,50
341,0.9995198364351096,1768704740,50
342,0.9997017260454604,1768704740,50
343,0.9997926743465522,1768704740,50
344,0.99983814937063,1768704740,50
345,0.999860887100996,1768704740,50
346,0.9998722560207536,1768704740,50
347,0.9998779404942753,1768704740,50
348,0.9998807827344468,1768704740,50
349,0.9998822038553852,1768704740,50
350,0.9998829144160676,1768704740,50
351,0.999883269696462,1768704740,50
