_step,lambdas/Chicken,seed,arm
1,0.3333333333333333,1769018515,l1
2,0.3333333333333333,1769018515,l1
3,0.3333333333333333,1769018515,l1
4,0.3333333333333333,1769018515,l1
5,0.3333333333333333,1769018515,l1
6,0.3333333333333333,1769018515,l1
7,0.3333333333333333,1769018515,l1
8,0.3333333333333333,1769018515,l1
9,0.3333333333333333,1769018515,l1
10,0.444444477558136,1769018515,l1
11,0.44432103633880615,1769018515,l1
12,0.4444758892059326,1769018515,l1
13,0.44475337862968445,1769018515,l1
14,0.44505995512008667,1769018515,l1
15,0.4452108144760132,1769018515,l1
16,0.44536086916923523,1769018515,l1
17,0.4453562796115875,1769018515,l1
18,0.4453517198562622,1769018515,l1
19,0.4453471899032593,1769018515,l1
20,0.4453427195549011,1769018515,l1
21,0.4453381896018982,1769018515,l1
22,0.4454572796821594,1769018515,l1
23,0.4455758035182953,1769018515,l1
24,0.4459414482116699,1769018515,l1
25,0.4463057816028595,1769018515,l1
26,0.44679322838783264,1769018515,l1
27,0.4474332332611084,1769018515,l1
28,0.44807109236717224,1769018515,l1
29,0.4488319754600525,1769018515,l1
30,0.4497164189815521,1769018515,l1
31,0.45072489976882935,1769018515,l1
32,0.45145130157470703,1769018515,l1
33,0.4521765112876892,1769018515,l1
34,0.45290040969848633,1769018515,l1
35,0.45390474796295166,1769018515,l1
36,0.45490729808807373,1769018515,l1
37,0.4560369849205017,1769018515,l1
38,0.4568820893764496,1769018515,l1
39,0.4577260911464691,1769018515,l1
40,0.45856907963752747,1769018515,l1
41,0.45912614464759827,1769018515,l1
42,0.45996785163879395,1769018515,l1
43,0.46080851554870605,1769018515,l1
44,0.4616481363773346,1769018515,l1
45,0.4621996283531189,1769018515,l1
46,0.4627504348754883,1769018515,l1
47,0.4633004665374756,1769018515,l1
48,0.46427232027053833,1769018515,l1
49,0.4652434289455414,1769018515,l1
50,0.46621373295783997,1769018515,l1
51,0.4674737751483917,1769018515,l1
52,0.4687327742576599,1769018515,l1
53,0.46999073028564453,1769018515,l1
54,0.4712476134300232,1769018515,l1
55,0.47279638051986694,1769018515,l1
56,0.47434380650520325,1769018515,l1
