_step,lambdas/Banana,seed,arm
1,0.3333333333333333,1769018515,l1
2,0.3333333333333333,1769018515,l1
3,0.3333333333333333,1769018515,l1
4,0.3333333333333333,1769018515,l1
5,0.3333333333333333,1769018515,l1
6,0.3333333333333333,1769018515,l1
7,0.3333333333333333,1769018515,l1
8,0.3333333333333333,1769018515,l1
9,0.3333333333333333,1769018515,l1
10,0.055555559694767,1769018515,l1
11,0.05554012954235077,1769018515,l1
12,0.05524716153740883,1769018515,l1
13,0.054971080273389816,1769018515,l1
14,0.05494348704814911,1769018515,l1
15,0.05520870164036751,1769018515,l1
16,0.055472444742918015,1769018515,l1
17,0.05575018376111984,1769018515,l1
18,0.05602653697133064,1769018515,l1
19,0.05630151182413101,1769018515,l1
20,0.056575119495391846,1769018515,l1
21,0.056847359985113144,1769018515,l1
22,0.05713408812880516,1769018515,l1
23,0.0574195496737957,1769018515,l1
24,0.05745807662606239,1769018515,l1
25,0.0572185143828392,1769018515,l1
26,0.056995607912540436,1769018515,l1
27,0.057036008685827255,1769018515,l1
28,0.057354994118213654,1769018515,l1
29,0.05768899619579315,1769018515,l1
30,0.05803828313946724,1769018515,l1
31,0.05840310826897621,1769018515,l1
32,0.058767303824424744,1769018515,l1
33,0.059130873531103134,1769018515,l1
34,0.05949380621314049,1769018515,l1
35,0.0598561055958271,1769018515,l1
36,0.06021776795387268,1769018515,l1
37,0.060313206166028976,1769018515,l1
38,0.06040853261947632,1769018515,l1
39,0.06050373986363411,1769018515,l1
40,0.06059882417321205,1769018515,l1
41,0.06069379672408104,1769018515,l1
42,0.06078864634037018,1769018515,l1
43,0.06088336929678917,1769018515,l1
44,0.06097798049449921,1769018515,l1
45,0.061072465032339096,1769018515,l1
46,0.06116681918501854,1769018515,l1
47,0.061261050403118134,1769018515,l1
48,0.06108422949910164,1769018515,l1
49,0.06090754270553589,1769018515,l1
50,0.06073099374771118,1769018515,l1
51,0.060554590076208115,1769018515,l1
52,0.06037832796573639,1769018515,l1
53,0.0602022148668766,1769018515,l1
54,0.06002623960375786,1769018515,l1
55,0.05985042080283165,1769018515,l1
56,0.05967475101351738,1769018515,l1
57,0.05949923023581505,1769018515,l1
