_step,lambdas/Objective,seed,arm
1,0.3333333333333333,1768704740,50
2,0.3333333333333333,1768704740,50
3,0.3333333333333333,1768704740,50
4,0.3333333333333333,1768704740,50
5,0.3333333333333333,1768704740,50
6,0.3333333333333333,1768704740,50
7,0.3333333333333333,1768704740,50
8,0.3333333333333333,1768704740,50
9,0.3333333333333333,1768704740,50
10,0.3333333333333333,1768704740,50
11,0.3333333333333333,1768704740,50
12,0.3333333333333333,1768704740,50
13,0.3333333333333333,1768704740,50
14,0.3333333333333333,1768704740,50
15,0.3333333333333333,1768704740,50
16,0.3333333333333333,1768704740,50
17,0.3333333333333333,1768704740,50
18,0.3333333333333333,1768704740,50
19,0.3333333333333333,1768704740,50
20,0.3333333333333333,1768704740,50
21,0.3333333333333333,1768704740,50
22,0.3333333333333333,1768704740,50
23,0.3333333333333333,1768704740,50
24,0.3333333333333333,1768704740,50
25,0.3333333333333333,1768704740,50
26,0.3333333333333333,1768704740,50
27,0.3333333333333333,1768704740,50
28,0.3333333333333333,1768704740,50
29,0.3333333333333333,1768704740,50
30,0.3333333333333333,1768704740,50
31,0.3333333333333333,1768704740,50
32,0.3333333333333333,1768704740,50
33,0.3333333333333333,1768704740,50
34,0.3333333333333333,1768704740,50
35,0.3333333333333333,1768704740,50
36,0.3333333333333333,1768704740,50
37,0.3333333333333333,1768704740,50
38,0.3333333333333333,1768704740,50
39,0.3333333333333333,1768704740,50
40,0.3333333333333333,1768704740,50
41,0.3333333333333333,1768704740,50
42,0.3333333333333333,1768704740,50
43,0.3333333333333333,1768704740,50
44,0.3333333333333333,1768704740,50
45,0.3333333333333333,1768704740,50
46,0.3333333333333333,1768704740,50
47,0.3333333333333333,1768704740,50
48,0.3333333333333333,1768704740,50
49,0.3333333333333333,1768704740,50
50,0.1463049151923018,1768704740,50
51,0.141187168060645,1768704740,50
52,0.1445448057032279,1768704740,50
53,0.1410760565913625,1768704740,50
54,0.1393328656532019,1768704740,50
55,0.1392268496990329,1768704740,50
56,0.1339503071413516,1768704740,50
57,0.1312960235069624,1768704740,50
58,0.1247148443457255,1768704740,50
59,0.1161454822976966,1768704740,50
60,0.1065600058120594,1768704740,50
61,0.1023377486526171,1768704740,50
62,0.0948524188207809,1768704740,50
63,0.0910867550293382,1768704740,50
64,0.0891981401280109,1768704740,50
65,0.0823835904726554,1768704740,50
66,0.0789953636855923,1768704740,50
67,0.0714043131155591,1768704740,50
68,0.0680386004614157,1768704740,50
69,0.0716827162791478,1768704740,50
70,0.0735038441436611,1768704740,50
71,0.0744141495779578,1768704740,50
72,0.0748692344485698,1768704740,50
73,0.0697646908682598,1768704740,50
74,0.0672095872010054,1768704740,50
75,0.0655554216214219,1768704740,50
76,0.0651057216782226,1768704740,50
77,0.0648796010731537,1768704740,50
78,0.0647662224950664,1768704740,50
79,0.065079467303821,1768704740,50
80,0.0648658924562694,1768704740,50
81,0.0647592226327106,1768704740,50
82,0.0647059172157859,1768704740,50
83,0.0650489476202066,1768704740,50
84,0.0598294649765364,1768704740,50
85,0.0575339945016626,1768704740,50
86,0.0618230979037668,1768704740,50
87,0.0639758909820533,1768704740,50
88,0.0650543195154402,1768704740,50
89,0.0597937642776207,1768704740,50
90,0.0571790735510798,1768704740,50
91,0.0558756836425479,1768704740,50
92,0.0552249848279263,1768704740,50
93,0.0548998853608619,1768704740,50
94,0.0493160768358302,1768704740,50
95,0.0465217718121042,1768704740,50
96,0.0451240362701439,1768704740,50
97,0.0444250248919192,1768704740,50
98,0.044331015891406,1768704740,50
99,0.0442827019505413,1768704740,50
100,0.0442582163973554,1768704740,50
101,0.0442458913228568,1768704740,50
102,0.0387453525244684,1768704740,50
103,0.0359906462307594,1768704740,50
104,0.0291026784837565,1768704740,50
105,0.0256538166857601,1768704740,50
106,0.0239281925662905,1768704740,50
107,0.0230650854953036,1768704740,50
108,0.0226334586194251,1768704740,50
109,0.0224176268979863,1768704740,50
110,0.0223097064728443,1768704740,50
111,0.0222557451199743,1768704740,50
112,0.0222287641585654,1768704740,50
113,0.0220847904843012,1768704740,50
114,0.0220129496270905,1768704740,50
115,0.0221073150596807,1768704740,50
116,0.022154536377584,1768704740,50
117,0.0221781565482885,1768704740,50
118,0.0221899689942076,1768704740,50
119,0.0166708851199291,1768704740,50
120,0.0139076205573949,1768704740,50
121,0.0125250688868811,1768704740,50
122,0.01183356461687,1768704740,50
123,0.0114877555500036,1768704740,50
124,0.0113148368057246,1768704740,50
125,0.0112951875835089,1768704740,50
126,0.0112184056487615,1768704740,50
127,0.0111801215072044,1768704740,50
128,0.0111610061472114,1768704740,50
129,0.0166868551147072,1768704740,50
130,0.0195604241263925,1768704740,50
131,0.0210082068590889,1768704740,50
132,0.0217348330136513,1768704740,50
133,0.0220988279110856,1768704740,50
134,0.0222809955783095,1768704740,50
135,0.022372121936862,1768704740,50
136,0.0168276634389834,1768704740,50
137,0.0140522075956007,1768704740,50
138,0.0126636860946977,1768704740,50
139,0.0120398252718138,1768704740,50
140,0.0117248543923217,1768704740,50
141,0.0115666065556599,1768704740,50
142,0.0114872917539394,1768704740,50
143,0.0114475865967638,1768704740,50
144,0.0114277220746668,1768704740,50
145,0.0114177868271875,1768704740,50
146,0.0114128184567709,1768704740,50
147,0.0114103340848847,1768704740,50
148,0.0114090918522712,1768704740,50
149,0.0114084707242965,1768704740,50
150,0.0114081601573923,1768704740,50
151,0.0113413412481677,1768704740,50
152,0.0113079759284817,1768704740,50
153,0.0112248470175871,1768704740,50
154,0.0111833536317211,1768704740,50
155,0.0111626250247909,1768704740,50
156,0.0111522652824705,1768704740,50
157,0.0111470865565404,1768704740,50
158,0.0166791473910615,1768704740,50
159,0.0194416568124946,1768704740,50
160,0.0208220194912537,1768704740,50
161,0.0215119763540521,1768704740,50
162,0.0217284747866064,1768704740,50
163,0.0219646091517438,1768704740,50
164,0.0220830661563972,1768704740,50
165,0.0221423921027982,1768704740,50
166,0.0221720794354811,1768704740,50
167,0.0221869291914945,1768704740,50
168,0.0221943555918941,1768704740,50
169,0.0221980691726889,1768704740,50
170,0.0221999260582345,1768704740,50
171,0.0222008545247944,1768704740,50
172,0.0222013187640212,1768704740,50
173,0.0222015508851212,1768704740,50
174,0.0222016669460429,1768704740,50
175,0.0222017249765966,1768704740,50
176,0.0223323889325607,1768704740,50
177,0.022397805188253,1768704740,50
178,0.0224305340591734,1768704740,50
179,0.0168604515592018,1768704740,50
180,0.0140695055460049,1768704740,50
181,0.0126725620908265,1768704740,50
182,0.011973723472144,1768704740,50
183,0.0116242125303645,1768704740,50
184,0.0114494341626698,1768704740,50
185,0.011362039256035,1768704740,50
186,0.0113183403721976,1768704740,50
187,0.0112964905726709,1768704740,50
188,0.0112190747738164,1768704740,50
189,0.0111804603162948,1768704740,50
190,0.0111611765933588,1768704740,50
191,0.0111515406264033,1768704740,50
192,0.0111467241188035,1768704740,50
193,0.011144316234254,1768704740,50
194,0.011143112384327,1768704740,50
195,0.0111425104824547,1768704740,50
196,0.0111422095372919,1768704740,50
197,0.011142059066154,1768704740,50
198,0.0111419838309458,1768704740,50
199,0.0111419462134319,1768704740,50
200,0.0111419274046976,1768704740,50
201,0.0112082228544443,1768704740,50
202,0.011241416602164,1768704740,50
203,0.0113245416768825,1768704740,50
204,0.0113661731471687,1768704740,50
205,0.0113870057927891,1768704740,50
206,0.0113974263027008,1768704740,50
207,0.0114026375993567,1768704740,50
208,0.0057350456309094,1768704740,50
209,0.0028972551676067,1768704740,50
210,0.0014773731495024,1768704740,50
211,0.0007671869277842,1768704740,50
212,0.0004144715440354,1768704740,50
213,0.0002365231206619,1768704740,50
214,0.0001471503308007,1768704740,50
215,0.0001023641802429,1768704740,50
216,7.994615222362635e-05,1768704740,50
217,6.873089830308581e-05,1768704740,50
218,6.312171114949847e-05,1768704740,50
219,6.031672749750507e-05,1768704740,50
220,5.891413814926065e-05,1768704740,50
221,5.821281909425532e-05,1768704740,50
222,5.786215347132014e-05,1768704740,50
223,5.768681913613156e-05,1768704740,50
224,5.7599151587542366e-05,1768704740,50
225,5.755531771796701e-05,1768704740,50
226,5.753340075939106e-05,1768704740,50
227,5.752244227421987e-05,1768704740,50
228,5.751696303006768e-05,1768704740,50
229,5.7514223407727646e-05,1768704740,50
230,5.7512853596332026e-05,1768704740,50
231,5.751216869067357e-05,1768704740,50
232,5.751182623790208e-05,1768704740,50
233,5.751165501138712e-05,1768704740,50
234,5.7511569398256943e-05,1768704740,50
235,5.751152659156407e-05,1768704740,50
236,5.751150518828145e-05,1768704740,50
237,5.751149448664014e-05,1768704740,50
238,5.784921808792828e-05,1768704740,50
239,5.801829455500182e-05,1768704740,50
240,5.810288560925742e-05,1768704740,50
241,5.814519423550724e-05,1768704740,50
242,5.816635181006736e-05,1768704740,50
243,5.817693141119008e-05,1768704740,50
244,5.818222141484288e-05,1768704740,50
245,5.818486646757764e-05,1768704740,50
246,5.818618900657198e-05,1768704740,50
247,5.818685027924163e-05,1768704740,50
248,5.818718091636952e-05,1768704740,50
249,5.818734623506714e-05,1768704740,50
250,5.81874288945301e-05,1768704740,50
251,5.818747022427398e-05,1768704740,50
252,5.818749088921361e-05,1768704740,50
253,5.818750122155501e-05,1768704740,50
254,5.818750638785509e-05,1768704740,50
255,5.784921012680549e-05,1768704740,50
256,5.768027475068876e-05,1768704740,50
257,5.759586109625017e-05,1768704740,50
258,5.755366788271348e-05,1768704740,50
259,5.75325746925033e-05,1768704740,50
260,5.752202895317856e-05,1768704740,50
261,5.751675629766628e-05,1768704740,50
262,5.751412002347329e-05,1768704740,50
263,5.7512801899770776e-05,1768704740,50
264,5.7512142841268416e-05,1768704740,50
265,5.751181331285452e-05,1768704740,50
266,5.751164854885689e-05,1768704740,50
267,5.75115661669104e-05,1768704740,50
268,5.751152497595025e-05,1768704740,50
269,5.751150438047345e-05,1768704740,50
270,5.751149408273586e-05,1768704740,50
271,5.751148893386727e-05,1768704740,50
272,5.751148635943303e-05,1768704740,50
273,5.751148507221592e-05,1768704740,50
274,5.751148442860737e-05,1768704740,50
275,5.751148410680309e-05,1768704740,50
276,5.717434035676222e-05,1768704740,50
277,5.700599276467704e-05,1768704740,50
278,5.692187587217936e-05,1768704740,50
279,5.6879831755549725e-05,1768704740,50
280,5.68588132925831e-05,1768704740,50
281,5.684830496155329e-05,1768704740,50
282,5.684305102135374e-05,1768704740,50
283,5.684042410760803e-05,1768704740,50
284,5.683911066482686e-05,1768704740,50
285,5.683845394695959e-05,1768704740,50
286,5.683812558890683e-05,1768704740,50
287,5.65020339431368e-05,1768704740,50
288,5.633422398419715e-05,1768704740,50
289,5.625037879191893e-05,1768704740,50
290,5.620847124484296e-05,1768704740,50
291,5.618752124632962e-05,1768704740,50
292,5.6177047192422456e-05,1768704740,50
293,5.617181040200533e-05,1768704740,50
294,5.616919206595576e-05,1768704740,50
295,5.616788291272381e-05,1768704740,50
296,5.616722833980645e-05,1768704740,50
297,5.616690105427247e-05,1768704740,50
298,5.616673741173666e-05,1768704740,50
299,5.616665559052655e-05,1768704740,50
300,5.616661467993594e-05,1768704740,50
301,5.616659422464425e-05,1768704740,50
302,5.616658399699932e-05,1768704740,50
303,5.616657888317707e-05,1768704740,50
304,5.6166576326266005e-05,1768704740,50
305,5.650187134973888e-05,1768704740,50
306,5.6669756371841904e-05,1768704740,50
307,5.675375743967713e-05,1768704740,50
308,5.679577250980863e-05,1768704740,50
309,5.681678366603146e-05,1768704740,50
310,5.682729014781864e-05,1768704740,50
311,5.683254361442937e-05,1768704740,50
312,5.6835170404138805e-05,1768704740,50
313,5.6836483813091386e-05,1768704740,50
314,5.683714052109175e-05,1768704740,50
315,5.68374688759729e-05,1768704740,50
316,5.68376330536337e-05,1768704740,50
317,5.683771514251917e-05,1768704740,50
318,5.683775618697567e-05,1768704740,50
319,5.683777670920736e-05,1768704740,50
320,5.6837786970324056e-05,1768704740,50
321,5.683779210088263e-05,1768704740,50
322,5.683779466616197e-05,1768704740,50
323,5.683779594880165e-05,1768704740,50
324,5.683779659012149e-05,1768704740,50
325,5.6837796910781415e-05,1768704740,50
326,5.7174340035522856e-05,1768704740,50
327,5.73428377852912e-05,1768704740,50
328,5.742714237343165e-05,1768704740,50
329,5.746930849125212e-05,1768704740,50
330,5.749039499300684e-05,1768704740,50
331,5.750093910295728e-05,1768704740,50
332,5.750621137249593e-05,1768704740,50
333,5.750884756088051e-05,1768704740,50
334,5.75101656684734e-05,1768704740,50
335,5.75108247256196e-05,1768704740,50
