_step,lambdas/Chicken,seed,arm
1,0.3333333333333333,1764531749,nominal
2,0.3333333333333333,1764531749,nominal
3,0.3333333333333333,1764531749,nominal
4,0.3333333333333333,1764531749,nominal
5,0.3333333333333333,1764531749,nominal
6,0.3333333333333333,1764531749,nominal
7,0.3333333333333333,1764531749,nominal
8,0.3333333333333333,1764531749,nominal
9,0.3333333333333333,1764531749,nominal
10,0.5111483249697679,1764531749,nominal
11,0.5112922057018379,1764531749,nominal
12,0.5120006429930486,1764531749,nominal
13,0.5129008153669709,1764531749,nominal
14,0.5142191706427284,1764531749,nominal
15,0.5154814511197281,1764531749,nominal
16,0.516934609621173,1764531749,nominal
17,0.5183824307373092,1764531749,nominal
18,0.5194022918155454,1764531749,nominal
19,0.5206158649937558,1764531749,nominal
20,0.5216791674446706,1764531749,nominal
21,0.5229368800371788,1764531749,nominal
22,0.5241905565959234,1764531749,nominal
23,0.5254401951573865,1764531749,nominal
24,0.5264863975283536,1764531749,nominal
25,0.5275800529058933,1764531749,nominal
26,0.5280961905971883,1764531749,nominal
27,0.5284101717145463,1764531749,nominal
28,0.5291472436497109,1764531749,nominal
29,0.5298807888921736,1764531749,nominal
30,0.5307607530500109,1764531749,nominal
31,0.53148683587968,1764531749,nominal
32,0.5322094328942879,1764531749,nominal
33,0.5329285579328291,1764531749,nominal
34,0.5338449973754292,1764531749,nominal
35,0.5349089114408628,1764531749,nominal
36,0.5365457235376685,1764531749,nominal
37,0.5382258560505921,1764531749,nominal
38,0.5398995668542154,1764531749,nominal
39,0.5415668519299904,1764531749,nominal
40,0.5432277077926041,1764531749,nominal
41,0.5450374837387455,1764531749,nominal
42,0.5468413030023758,1764531749,nominal
43,0.548639151710425,1764531749,nominal
44,0.5504310165612869,1764531749,nominal
45,0.5516332258636581,1764531749,nominal
46,0.5524675544956178,1764531749,nominal
47,0.5534564779707937,1764531749,nominal
48,0.5544414482008244,1764531749,nominal
49,0.5554224733853259,1764531749,nominal
50,0.5562398479281694,1764531749,nominal
51,0.557053330107507,1764531749,nominal
52,0.557862934481476,1764531749,nominal
53,0.5586686756245642,1764531749,nominal
54,0.5594705681261545,1764531749,nominal
55,0.5606944364426923,1764531749,nominal
56,0.5622811937599878,1764531749,nominal
57,0.5638615028886093,1764531749,nominal
58,0.5654353669885307,1764531749,nominal
59,0.5670027896437458,1764531749,nominal
60,0.5683557105528,1764531749,nominal
61,0.5697027030873179,1764531749,nominal
62,0.5710437789201305,1764531749,nominal
63,0.5723789499604902,1764531749,nominal
64,0.5735418328075981,1764531749,nominal
65,0.5746987621983828,1764531749,nominal
66,0.5758497600832041,1764531749,nominal
67,0.5769948485192363,1764531749,nominal
68,0.578134049665946,1764531749,nominal
69,0.5792673857806447,1764531749,nominal
70,0.5807736032751369,1764531749,nominal
71,0.5821037426959313,1764531749,nominal
72,0.5828331459454968,1764531749,nominal
73,0.5835582813100644,1764531749,nominal
74,0.584450221920221,1764531749,nominal
75,0.5855094816482136,1764531749,nominal
76,0.5865646115617593,1764531749,nominal
77,0.5876156192956806,1764531749,nominal
78,0.5886625125862053,1764531749,nominal
79,0.5897052992691215,1764531749,nominal
80,0.590743987277954,1764531749,nominal
81,0.5917410632124537,1764531749,nominal
82,0.5933331894856976,1764531749,nominal
83,0.5949196421768138,1764531749,nominal
84,0.5965004197233289,1764531749,nominal
85,0.5978995458113796,1764531749,nominal
86,0.5992929953722992,1764531749,nominal
87,0.6006807763228905,1764531749,nominal
88,0.601461617510785,1764531749,nominal
89,0.6022391277827968,1764531749,nominal
90,0.6030133173676728,1764531749,nominal
91,0.6038208133400644,1764531749,nominal
92,0.6046243615774176,1764531749,nominal
93,0.6054239779979388,1764531749,nominal
