_step,lambdas/Banana,seed,arm
1,0.3333333333333333,1768704740,50
2,0.3333333333333333,1768704740,50
3,0.3333333333333333,1768704740,50
4,0.3333333333333333,1768704740,50
5,0.3333333333333333,1768704740,50
6,0.3333333333333333,1768704740,50
7,0.3333333333333333,1768704740,50
8,0.3333333333333333,1768704740,50
9,0.3333333333333333,1768704740,50
10,0.3333333333333333,1768704740,50
11,0.3333333333333333,1768704740,50
12,0.3333333333333333,1768704740,50
13,0.3333333333333333,1768704740,50
14,0.3333333333333333,1768704740,50
15,0.3333333333333333,1768704740,50
16,0.3333333333333333,1768704740,50
17,0.3333333333333333,1768704740,50
18,0.3333333333333333,1768704740,50
19,0.3333333333333333,1768704740,50
20,0.3333333333333333,1768704740,50
21,0.3333333333333333,1768704740,50
22,0.3333333333333333,1768704740,50
23,0.3333333333333333,1768704740,50
24,0.3333333333333333,1768704740,50
25,0.3333333333333333,1768704740,50
26,0.3333333333333333,1768704740,50
27,0.3333333333333333,1768704740,50
28,0.3333333333333333,1768704740,50
29,0.3333333333333333,1768704740,50
30,0.3333333333333333,1768704740,50
31,0.3333333333333333,1768704740,50
32,0.3333333333333333,1768704740,50
33,0.3333333333333333,1768704740,50
34,0.3333333333333333,1768704740,50
35,0.3333333333333333,1768704740,50
36,0.3333333333333333,1768704740,50
37,0.3333333333333333,1768704740,50
38,0.3333333333333333,1768704740,50
39,0.3333333333333333,1768704740,50
40,0.3333333333333333,1768704740,50
41,0.3333333333333333,1768704740,50
42,0.3333333333333333,1768704740,50
43,0.3333333333333333,1768704740,50
44,0.3333333333333333,1768704740,50
45,0.3333333333333333,1768704740,50
46,0.3333333333333333,1768704740,50
47,0.3333333333333333,1768704740,50
48,0.3333333333333333,1768704740,50
49,0.3333333333333333,1768704740,50
50,0.1002597564040697,1768704740,50
51,0.1008607954517211,1768704740,50
52,0.0955700104864059,1768704740,50
53,0.0934940004485982,1768704740,50
54,0.0924481438111095,1768704740,50
55,0.0868876908855215,1768704740,50
56,0.0846106176006711,1768704740,50
57,0.0834591159009418,1768704740,50
58,0.0833802200669708,1768704740,50
59,0.0838373713160449,1768704740,50
60,0.084565034675839,1768704740,50
61,0.0796770247877201,1768704740,50
62,0.077669994622667,1768704740,50
63,0.0766504659004553,1768704740,50
64,0.0761366676703951,1768704740,50
65,0.0816929455091323,1768704740,50
66,0.0844923387978889,1768704740,50
67,0.0798944001162762,1768704740,50
68,0.0722615075308195,1768704740,50
69,0.0680627650412128,1768704740,50
70,0.0659825025074789,1768704740,50
71,0.0649471525229773,1768704740,50
72,0.0644306733047028,1768704740,50
73,0.0645426885980943,1768704740,50
74,0.0645979203109435,1768704740,50
75,0.0699585218347797,1768704740,50
76,0.0673081992777524,1768704740,50
77,0.0659810711545328,1768704740,50
78,0.0653170152821475,1768704740,50
79,0.0596383743109713,1768704740,50
80,0.0621462292932929,1768704740,50
81,0.0633996137234448,1768704740,50
82,0.0640261686587924,1768704740,50
83,0.0589916240119217,1768704740,50
84,0.0567975664204427,1768704740,50
85,0.0502856691611479,1768704740,50
86,0.0467402433322327,1768704740,50
87,0.0449769273909277,1768704740,50
88,0.0440976389451734,1768704740,50
89,0.0493144822443679,1768704740,50
90,0.0519393305958163,1768704740,50
91,0.0532558033710667,1768704740,50
92,0.0539150445801578,1768704740,50
93,0.0542449154697758,1768704740,50
94,0.0547219680594839,1768704740,50
95,0.0549613188261332,1768704740,50
96,0.0550811995009713,1768704740,50
97,0.0551411910569969,1768704740,50
98,0.0496934537906435,1768704740,50
99,0.0469649972728438,1768704740,50
100,0.0455996316060181,1768704740,50
101,0.0449166656205969,1768704740,50
102,0.0448313598394417,1768704740,50
103,0.0447874212015307,1768704740,50
104,0.0450206060298008,1768704740,50
105,0.0451369613924349,1768704740,50
106,0.0451950784009293,1768704740,50
107,0.0452241215607551,1768704740,50
108,0.0452386392825379,1768704740,50
109,0.0452458971761438,1768704740,50
110,0.0452495258807814,1768704740,50
111,0.0452513401725157,1768704740,50
112,0.0452522473032314,1768704740,50
113,0.0508604827374049,1768704740,50
114,0.053660876835127,1768704740,50
115,0.0494598576174388,1768704740,50
116,0.0473572098638149,1768704740,50
117,0.0463053572708369,1768704740,50
118,0.0457792995247412,1768704740,50
119,0.0457734231225974,1768704740,50
120,0.0457695358215308,1768704740,50
121,0.0457673539143179,1768704740,50
122,0.0457662032743452,1768704740,50
123,0.0457656130175249,1768704740,50
124,0.0457653141530031,1768704740,50
125,0.0400870521906035,1768704740,50
126,0.0429272361958849,1768704740,50
127,0.0443464275620291,1768704740,50
128,0.0450557962129868,1768704740,50
129,0.0451562239947158,1768704740,50
130,0.0395718982911022,1768704740,50
131,0.0367873828345523,1768704740,50
132,0.0353970816909854,1768704740,50
133,0.0347024258424507,1768704740,50
134,0.0343552222951641,1768704740,50
135,0.0341816517027257,1768704740,50
136,0.0342898362608231,1768704740,50
137,0.0343436776438078,1768704740,50
138,0.0343705350310429,1768704740,50
139,0.0286885689724867,1768704740,50
140,0.0258409133059112,1768704740,50
141,0.0244154225760849,1768704740,50
142,0.0237022621487038,1768704740,50
143,0.0233455782523424,1768704740,50
144,0.0231672103938769,1768704740,50
145,0.0230780199883717,1768704740,50
146,0.0230334231667135,1768704740,50
147,0.0230111243511782,1768704740,50
148,0.0229999748422367,1768704740,50
149,0.0229944000624728,1768704740,50
150,0.0229916126662674,1768704740,50
151,0.0286994568596448,1768704740,50
152,0.0315496634812937,1768704740,50
153,0.0386654684959208,1768704740,50
154,0.0422173044129043,1768704740,50
155,0.0439916784271181,1768704740,50
156,0.0448784760516267,1768704740,50
157,0.0453217770946478,1768704740,50
158,0.045288495511745,1768704740,50
159,0.0452710813711739,1768704740,50
160,0.0452621818685647,1768704740,50
161,0.045257684122717,1768704740,50
162,0.0508651774468206,1768704740,50
163,0.0480599429749664,1768704740,50
164,0.0466567403723764,1768704740,50
165,0.0459549949925736,1768704740,50
166,0.0456040865663266,1768704740,50
167,0.0454286234545509,1768704740,50
168,0.0453408896784309,1768704740,50
169,0.0452970222358667,1768704740,50
170,0.0452750883760278,1768704740,50
171,0.0452641214114778,1768704740,50
172,0.0452586379205463,1768704740,50
173,0.0452558961729165,1768704740,50
174,0.0452545252985606,1768704740,50
175,0.0452538398612475,1768704740,50
176,0.0396357764527711,1768704740,50
177,0.036823124533024,1768704740,50
178,0.0354159075550064,1768704740,50
179,0.0349104482283302,1768704740,50
180,0.0346548564788551,1768704740,50
181,0.0345263428907274,1768704740,50
182,0.034461906395173,1768704740,50
183,0.0344296431879332,1768704740,50
184,0.0344135003401896,1768704740,50
185,0.0344054261047547,1768704740,50
186,0.0344013882840802,1768704740,50
187,0.0343993691979953,1768704740,50
188,0.0400873642456886,1768704740,50
189,0.042927497918685,1768704740,50
190,0.0443465847110014,1768704740,50
191,0.0450558813423422,1768704740,50
192,0.0454104677479911,1768704740,50
193,0.0455877454459833,1768704740,50
194,0.0456763804153571,1768704740,50
195,0.0457206969297117,1768704740,50
196,0.0457428549442526,1768704740,50
197,0.0457539338908574,1768704740,50
198,0.0457594733489924,1768704740,50
199,0.045762243074268,1768704740,50
200,0.0457636279359578,1768704740,50
201,0.0400857237801342,1768704740,50
202,0.0372428296284264,1768704740,50
203,0.0301236570798319,1768704740,50
204,0.0265581669722583,1768704740,50
205,0.0247739736019786,1768704740,50
206,0.0238815183077994,1768704740,50
207,0.0234352014431283,1768704740,50
208,0.0233451559508802,1768704740,50
209,0.0232992611448904,1768704740,50
210,0.0232760950424469,1768704740,50
211,0.0232644572313152,1768704740,50
212,0.0174772380478567,1768704740,50
213,0.0145782108872421,1768704740,50
214,0.0131273527078784,1768704740,50
215,0.0124015886980408,1768704740,50
216,0.0120386231171237,1768704740,50
217,0.0118571194519417,1768704740,50
218,0.0117663624030808,1768704740,50
219,0.0117209825748842,1768704740,50
220,0.011698292334882,1768704740,50
221,0.0116869471334098,1768704740,50
222,0.0116812745123064,1768704740,50
223,0.011678438196663,1768704740,50
224,0.0116770200375683,1768704740,50
225,0.0116763109577028,1768704740,50
226,0.0116759564176905,1768704740,50
227,0.0116757791476644,1768704740,50
228,0.0116756905126465,1768704740,50
229,0.0116756461951362,1768704740,50
230,0.0116756240363807,1768704740,50
231,0.011675612957003,1768704740,50
232,0.0116756074173141,1768704740,50
233,0.0116756046474696,1768704740,50
234,0.0116756032625473,1768704740,50
235,0.0116756025700862,1768704740,50
236,0.0116756022238556,1768704740,50
237,0.0116756020507404,1768704740,50
238,0.0058717918332378,1768704740,50
239,0.0029661973168154,1768704740,50
240,0.0015124922415939,1768704740,50
241,0.0007854145725699,1768704740,50
242,0.0004218196834293,1768704740,50
243,0.000240008253753,1768704740,50
244,0.0001490990462086,1768704740,50
245,0.0001036435697064,1768704740,50
246,8.09156133285408e-05,1768704740,50
247,6.955158061482697e-05,1768704740,50
248,6.386955062769144e-05,1768704740,50
249,6.102853222664171e-05,1768704740,50
250,5.960802217432191e-05,1768704740,50
251,5.889776693508949e-05,1768704740,50
252,5.8542639262286575e-05,1768704740,50
253,5.836507541262082e-05,1768704740,50
254,5.827629348442343e-05,1768704740,50
255,0.0058718360637579,1768704740,50
256,0.0087749598041629,1768704740,50
257,0.0102255931164282,1768704740,50
258,0.0109506758238992,1768704740,50
259,0.0113131584647034,1768704740,50
260,0.0114943850786759,1768704740,50
261,0.0115849947055316,1768704740,50
262,0.0116302985984864,1768704740,50
263,0.0116529503147908,1768704740,50
264,0.0116642761153927,1768704740,50
265,0.0116699390013051,1768704740,50
266,0.0116727704406643,1768704740,50
267,0.0116741861594445,1768704740,50
268,0.0116748940186098,1768704740,50
269,0.0116752479481361,1768704740,50
270,0.0116754249128853,1768704740,50
271,0.0116755133952564,1768704740,50
272,0.0116755576364411,1768704740,50
273,0.0116755797570331,1768704740,50
274,0.0116755908173292,1768704740,50
275,0.0116755963474771,1768704740,50
276,0.0174693504277149,1768704740,50
277,0.0203623732063471,1768704740,50
278,0.021807906718584,1768704740,50
279,0.0225304272228005,1768704740,50
280,0.0228916256895034,1768704740,50
281,0.0230722094487249,1768704740,50
282,0.0231624974563324,1768704740,50
283,0.0232076404917016,1768704740,50
284,0.0232302117672233,1768704740,50
285,0.0232414973444366,1768704740,50
286,0.0232471401179055,1768704740,50
287,0.0290228139774326,1768704740,50
288,0.0319065976281549,1768704740,50
289,0.0333474620214926,1768704740,50
290,0.0340676356027461,1768704740,50
291,0.0344276575202603,1768704740,50
292,0.0346076522333579,1768704740,50
293,0.0346976455250708,1768704740,50
294,0.0347426411542907,1768704740,50
295,0.0347651387146882,1768704740,50
296,0.0347763874313272,1768704740,50
297,0.0347820117737558,1768704740,50
298,0.0347848239409972,1768704740,50
299,0.0347862300236248,1768704740,50
300,0.0347869330646904,1768704740,50
301,0.034787284585161,1768704740,50
302,0.0347874603453808,1768704740,50
303,0.0347875482254868,1768704740,50
304,0.0347875921655389,1768704740,50
305,0.02902560811543,1768704740,50
306,0.0261405345178851,1768704740,50
307,0.0246969914314251,1768704740,50
308,0.0239749700860011,1768704740,50
309,0.0236138971843625,1768704740,50
310,0.0234333452040395,1768704740,50
311,0.0233430653349698,1768704740,50
312,0.0232979244311414,1768704740,50
313,0.023275353736958,1768704740,50
314,0.0232640683293057,1768704740,50
315,0.0232584256103404,1768704740,50
316,0.023255604247073,1768704740,50
317,0.0232541935644931,1768704740,50
318,0.0232534882229666,1768704740,50
319,0.0232531355521441,1768704740,50
320,0.0232529592167183,1768704740,50
321,0.0232528710490016,1768704740,50
322,0.0232528269651422,1768704740,50
323,0.0232528049232124,1768704740,50
324,0.0232527939022474,1768704740,50
325,0.0232527883917649,1768704740,50
326,0.017469355948155,1768704740,50
327,0.0145737527370237,1768704740,50
328,0.0131249937092727,1768704740,50
329,0.0124003766367613,1768704740,50
330,0.0120380089358489,1768704740,50
331,0.0118568103223777,1768704740,50
332,0.0117662073284086,1768704740,50
333,0.0117209049100557,1768704740,50
334,0.0116982534705923,1768704740,50
335,0.0116869276932957,1768704740,50
336,0.011681264790257,1768704740,50
337,0.0058746280511097,1768704740,50
338,0.0029676166134751,1768704740,50
339,0.0015132021838042,1768704740,50
340,0.0007857696167629,1768704740,50
341,0.0004219972237501,1768704740,50
342,0.0002400970284635,1768704740,50
343,0.0001491434347006,1768704740,50
344,0.0001036657642365,1768704740,50
345,8.09267106645645e-05,1768704740,50
346,6.95571293006636e-05,1768704740,50
347,6.387232497508151e-05,1768704740,50
348,6.102991940137387e-05,1768704740,50
