_step,lambdas/Objective,seed,arm
1,0.3333333333333333,1764531749,nominal
2,0.3333333333333333,1764531749,nominal
3,0.3333333333333333,1764531749,nominal
4,0.3333333333333333,1764531749,nominal
5,0.3333333333333333,1764531749,nominal
6,0.3333333333333333,1764531749,nominal
7,0.3333333333333333,1764531749,nominal
8,0.3333333333333333,1764531749,nominal
9,0.3333333333333333,1764531749,nominal
10,0.342902846019672,1764531749,nominal
11,0.3429993681251041,1764531749,nominal
12,0.3427828365715109,1764531749,nominal
13,0.3423171521547724,1764531749,nominal
14,0.3414439596873592,1764531749,nominal
15,0.3409203756133349,1764531749,nominal
16,0.3401481489443906,1764531749,nominal
17,0.3393785728956209,1764531749,nominal
18,0.3390214745735013,1764531749,nominal
19,0.3384144498608348,1764531749,nominal
20,0.3377144844885206,1764531749,nominal
21,0.3367657997872948,1764531749,nominal
22,0.335820569615135,1764531749,nominal
23,0.3348787900699574,1764531749,nominal
24,0.3341926186769098,1764531749,nominal
25,0.3331629432573476,1764531749,nominal
26,0.3324547892619611,1764531749,nominal
27,0.3320023529142732,1764531749,nominal
28,0.3311412174288531,1764531749,nominal
29,0.3302843155829009,1764531749,nominal
30,0.3295247153382978,1764531749,nominal
31,0.3286755823172885,1764531749,nominal
32,0.3278306344198359,1764531749,nominal
33,0.3269898539380675,1764531749,nominal
34,0.3258997023435514,1764531749,nominal
35,0.3249067863379918,1764531749,nominal
36,0.3235999448270367,1764531749,nominal
37,0.3219526922065924,1764531749,nominal
38,0.3203126526418196,1764531749,nominal
39,0.3186798179071803,1764531749,nominal
40,0.3170541793465392,1764531749,nominal
41,0.3155256622893877,1764531749,nominal
42,0.3140031388824242,1764531749,nominal
43,0.312486608126105,1764531749,nominal
44,0.3109760686366528,1764531749,nominal
45,0.3097920385587684,1764531749,nominal
46,0.3087811871265392,1764531749,nominal
47,0.3078633810543491,1764531749,nominal
48,0.3069495647375768,1764531749,nominal
49,0.3060397262000463,1764531749,nominal
50,0.3050462650858915,1764531749,nominal
51,0.3040576000758159,1764531749,nominal
52,0.3030737125979926,1764531749,nominal
53,0.302094584068707,1764531749,nominal
54,0.3011201958940857,1764531749,nominal
55,0.2997429012702294,1764531749,nominal
56,0.2982007791626813,1764531749,nominal
57,0.2966657226763859,1764531749,nominal
58,0.295137717881463,1764531749,nominal
59,0.29361675052576,1764531749,nominal
60,0.2923618590139678,1764531749,nominal
61,0.2911130347276509,1764531749,nominal
62,0.2898702587330056,1764531749,nominal
63,0.2886335119547255,1764531749,nominal
64,0.2873194182786631,1764531749,nominal
65,0.2860123713304341,1764531749,nominal
66,0.2847123417687637,1764531749,nominal
67,0.2834193001746222,1764531749,nominal
68,0.2821332170561566,1764531749,nominal
69,0.280854062853529,1764531749,nominal
70,0.2794030751805887,1764531749,nominal
71,0.2778778876096389,1764531749,nominal
72,0.2766823041993664,1764531749,nominal
73,0.2754928535596798,1764531749,nominal
74,0.2743898160562905,1764531749,nominal
75,0.2733720681676302,1764531749,nominal
76,0.2723586546185587,1764531749,nominal
77,0.2713495632033495,1764531749,nominal
78,0.2703447816629645,1764531749,nominal
79,0.2693442976865807,1764531749,nominal
80,0.2683480989130987,1764531749,nominal
81,0.2676970308075589,1764531749,nominal
82,0.2667257777293408,1764531749,nominal
83,0.2657581848989422,1764531749,nominal
84,0.2647942503332208,1764531749,nominal
85,0.2637563425237358,1764531749,nominal
86,0.262723056599193,1764531749,nominal
87,0.2616943807533711,1764531749,nominal
88,0.2609941462656816,1764531749,nominal
89,0.2602970888328833,1764531749,nominal
90,0.2596031966243886,1764531749,nominal
91,0.2585724554548581,1764531749,nominal
92,0.2575466884536571,1764531749,nominal
93,0.2565258762213854,1764531749,nominal
