"Step","env: CHICKENBANANA - lambdas/Objective","env: CHICKENBANANA - lambdas/Objective__MIN","env: CHICKENBANANA - lambdas/Objective__MAX"
"1","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"2","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"3","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"4","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"5","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"6","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"7","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"8","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"9","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"10","0.40489709973335264","0.15000000596046448","0.5333333611488342"
"11","0.404904206097126","0.1497499942779541","0.5333333611488342"
"12","0.40488569289445875","0.1495012491941452","0.5334888100624084"
"13","0.40478218495845797","0.1492537409067154","0.5334657430648804"
"14","0.4046376019716263","0.1490447223186493","0.5336203575134277"
"15","0.4044992446899414","0.14908678829669952","0.533419132232666"
"16","0.4042693108320236","0.14912866055965424","0.5328870415687561"
"17","0.40399556457996366","0.14892008900642395","0.5322034358978271"
"18","0.40369515866041183","0.14871247112751007","0.5317004323005676"
"19","0.40341492295265197","0.1485057771205902","0.5312003493309021"
"20","0.40297549217939377","0.14804957807064056","0.530703067779541"
"21","0.4024802252650261","0.14759545028209686","0.5300527215003967"
"22","0.40195576250553133","0.1471433937549591","0.5292494297027588"
"23","0.40145044028759","0.1466933637857437","0.5282930135726929"
"24","0.40088117867708206","0.14645931124687195","0.5273400545120239"
"25","0.40035994350910187","0.1462264508008957","0.5267409086227417"
"26","0.39987521022558215","0.14599476754665375","0.5263184309005737"
"27","0.39924893379211424","0.14580078423023224","0.5258967280387878"
"28","0.3986216768622398","0.14585839211940765","0.5254756808280945"
"29","0.39793537855148314","0.14616651833057404","0.5247204899787903"
"30","0.39721648544073107","0.1464732587337494","0.5239664912223816"
"31","0.39648899585008623","0.14677859842777252","0.523213803768158"
"32","0.3957801625132561","0.1473335176706314","0.5224624276161194"
"33","0.39500188529491426","0.1481369435787201","0.5215364694595337"
"34","0.3942306265234947","0.14868563413619995","0.5206128358840942"
"35","0.3933942005038261","0.14898072183132172","0.5195158123970032"
"36","0.3925666332244873","0.14927445352077484","0.5185849666595459"
"37","0.3917605236172676","0.14952927827835083","0.5176576972007751"
"38","0.39088883101940153","0.14953164756298065","0.5165591239929199"
"39","0.3900330886244774","0.14928282797336578","0.5154654383659363"
"40","0.3892503514885902","0.14907270669937134","0.5147151947021484"
"41","0.3884903028607368","0.1488635390996933","0.513968288898468"
"42","0.3878091037273407","0.14840397238731384","0.513389527797699"
"43","0.38715331703424455","0.14773225784301758","0.5129873752593994"
"44","0.3864805892109871","0.1471002697944641","0.5122483372688293"
"45","0.38588660955429077","0.1465074121952057","0.5113470554351807"
