"Step","env: CHICKENBANANA - lambdas/Banana","env: CHICKENBANANA - lambdas/Banana__MIN","env: CHICKENBANANA - lambdas/Banana__MAX"
"1","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"2","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"3","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"4","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"5","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"6","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"7","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"8","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"9","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"10","0.975","0.75","1"
"11","0.975125002861023","0.7512500286102295","1"
"12","0.9752802789211273","0.7528027892112732","1"
"13","0.9754343867301941","0.7543438673019409","1"
"14","0.9757118880748749","0.7571188807487488","1"
"15","0.9757987558841705","0.7579875588417053","1"
"16","0.975760942697525","0.7576094269752502","1"
"17","0.9756304383277893","0.7563043832778931","1"
"18","0.9755018472671508","0.7550184726715088","1"
"19","0.9754969477653503","0.7549694776535034","1"
"20","0.9756133913993835","0.7561339139938354","1"
"21","0.975666207075119","0.7566620707511902","1"
"22","0.9757180213928223","0.7571802139282227","1"
"23","0.9757688701152801","0.7576887011528015","1"
"24","0.9758187651634216","0.7581876516342163","1"
"25","0.9758677423000336","0.7586774230003357","1"
"26","0.9760321736335754","0.7603217363357544","1"
"27","0.976193618774414","0.7619361877441406","1"
"28","0.9763521611690521","0.7635216116905212","1"
"29","0.9765078723430634","0.7650787234306335","1"
"30","0.9766608238220215","0.7666082382202148","1"
"31","0.9766984403133392","0.7669844031333923","1"
"32","0.9767354011535645","0.7673540115356445","1"
"33","0.9767717182636261","0.767717182636261","1"
"34","0.9768074214458465","0.7680742144584656","1"
"35","0.9769524335861206","0.769524335861206","1"
"36","0.9769857287406921","0.7698572874069214","1"
"37","0.9770184755325317","0.7701847553253174","1"
"38","0.9769426822662354","0.7694268226623535","1"
"39","0.9768681406974793","0.7686814069747925","1"
"40","0.9766880750656128","0.7668807506561279","1"
"41","0.9766170799732208","0.7661707997322083","1"
"42","0.9764416754245758","0.7644167542457581","1"
"43","0.9762690842151642","0.7626908421516418","1"
"44","0.9759948372840881","0.7599483728408813","1"
"45","0.975621086359024","0.7562108635902405","1"
"46","0.9753564774990082","0.7535647749900818","1"
"47","0.9750959873199463","0.7509598731994629","1"
"48","0.9748395323753357","0.7483953237533569","1"
"49","0.9745870053768158","0.745870053768158","1"
"50","0.9744394779205322","0.7443947792053223","1"
"51","0.9742941856384277","0.7429418563842773","1"
"52","0.974151074886322","0.7415107488632202","1"
"53","0.9740101099014282","0.7401010990142822","1"
"54","0.973970353603363","0.7397035360336304","1"
"55","0.97402982711792","0.7402982711791992","1"
"56","0.9740884363651275","0.7408843636512756","1"
