"Step","env: CHICKENBANANA - lambdas/Chicken","env: CHICKENBANANA - lambdas/Chicken__MIN","env: CHICKENBANANA - lambdas/Chicken__MAX"
"1","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"2","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"3","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"4","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"5","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"6","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"7","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"8","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"9","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"10","0.42864148020744325","0.31578949093818665","0.5384615659713745"
"11","0.42871907353401184","0.3156924843788147","0.5386389493942261"
"12","0.4289049983024597","0.31567901372909546","0.5394070148468018"
"13","0.4292042672634125","0.3156655728816986","0.5403790473937988"
"14","0.4295736372470856","0.3157355487346649","0.5413469076156616"
"15","0.42996779680252073","0.31588879227638245","0.5425193905830383"
"16","0.4304685354232788","0.31620901823043823","0.5442830324172974"
"17","0.43099560439586637","0.316528856754303","0.5454453825950623"
"18","0.4315152496099472","0.3168482482433319","0.5466037392616272"
"19","0.4319936126470566","0.3170827329158783","0.5475464463233948"
"20","0.4325804740190506","0.3175834119319916","0.5484851002693176"
"21","0.43319972455501554","0.3182651102542877","0.5494197010993958"
"22","0.433864688873291","0.31903043389320374","0.5503504276275635"
"23","0.43446368873119356","0.31952646374702454","0.5510638952255249"
"24","0.43505609929561617","0.32020384073257446","0.5515605807304382"
"25","0.43565094470977783","0.3208795487880707","0.5520543456077576"
"26","0.43627792298793794","0.3215535283088684","0.5525453090667725"
"27","0.43701637387275694","0.32249486446380615","0.5536330342292786"
"28","0.4377537578344345","0.3234338164329529","0.5547152757644653"
"29","0.4386094868183136","0.32445794343948364","0.5560068488121033"
"30","0.43944341838359835","0.32547998428344727","0.5570775866508484"
"31","0.4402484565973282","0.32658836245536804","0.558142900466919"
"32","0.4410374999046326","0.3276950418949127","0.5592029094696045"
"33","0.4418968349695206","0.329161137342453","0.5604740381240845"
"34","0.44282428324222567","0.3307158350944519","0.5619569420814514"
"35","0.44371654093265533","0.33217915892601013","0.5634346008300781"
"36","0.4445592015981674","0.333549827337265","0.5649070739746094"
"37","0.44541357159614564","0.334918349981308","0.5663744211196899"
"38","0.4462832540273666","0.3361924886703491","0.567836582660675"
"39","0.4471070647239685","0.33718928694725037","0.5692935585975647"
"40","0.44792329967021943","0.3381839096546173","0.5709670782089233"
"41","0.4487679570913315","0.33890098333358765","0.572636067867279"
"42","0.4494841992855072","0.3393407166004181","0.5736874938011169"
"43","0.4501969039440155","0.33977946639060974","0.574735164642334"
"44","0.4509357750415802","0.3402172923088074","0.575779139995575"
"45","0.45163541436195376","0.34074851870536804","0.5762044787406921"
