"Step","env: CHICKENBANANA - lambdas/Banana","env: CHICKENBANANA - lambdas/Banana__MIN","env: CHICKENBANANA - lambdas/Banana__MAX"
"1","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"2","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"3","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"4","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"5","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"6","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"7","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"8","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"9","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"10","0.11867006926534085","0.00003723778955120395","0.32542812505033497"
"11","0.11587134582068173","0.00004854610945295393","0.3203935796910375"
"12","0.10782396875377068","0.00004934256537390283","0.3043675485473843"
"13","0.0990750255885998","0.00005106844202708866","0.27560942569437413"
"14","0.09121777125015469","0.00005230120129025189","0.24277516059188767"
"15","0.08319524279658744","0.00005317614642144884","0.20707975768638637"
"16","0.08313220567790415","0.000053794468694077575","0.2220334698804342"
"17","0.08415974912745638","0.00005423015599713611","0.24047062015287604"
"18","0.08199115780887208","0.00005353492832844523","0.24976135522745374"
"19","0.07934052026889271","0.00005522786420186215","0.2600648967368088"
"20","0.08143343354513707","0.00005768428761349586","0.2847418969054959"
"21","0.0853776802477593","0.00005947456704187263","0.30219468033313535"
"22","0.08666718891632286","0.00006076403042224908","0.3009284239701634"
"23","0.08968746807298153","0.000060381881074612","0.3177438729465372"
"24","0.09559429529838918","0.00005882554576276449","0.31582106621448147"
"25","0.10064263296595573","0.00005648771827267983","0.3143875902689089"
"26","0.09935422072045802","0.0000548816118070579","0.29922881846219135"
"27","0.09701507854661784","0.000054661673156864415","0.27397249316563616"
"28","0.0972531574202245","0.00005306620286571585","0.25937838193258506"
"29","0.0943306272678486","0.00005127268314603125","0.24875073421972516"
"30","0.09249155766542323","0.00005007073479507225","0.24110126584260874"
"31","0.08646343106481831","0.00004925422063764568","0.22013905723253963"
"32","0.0828251504510094","0.00004869439442556124","0.20515761483786685"
"33","0.07876270086667032","0.00004945969464474445","0.1785140591961384"
"34","0.07249815405946006","0.00005116980136707302","0.1595295786238032"
"35","0.06302331381450674","0.000054446977825474366","0.1407265297751867"
"36","0.05951889576429542","0.00005777181601927228","0.13613246347413915"
"37","0.06070375931999047","0.000059408921371120266","0.14675215679237583"
"38","0.06199956261185231","0.0000621558655024135","0.15430436535485498"
"39","0.06502282297447744","0.00006415756095130779","0.16256994292581708"
"40","0.06537790208042511","0.00006559410268672887","0.15157338342895152"
"41","0.0657199763448524","0.00006372555380835638","0.14359086814279684"
"42","0.06715115699296238","0.00006243456126061931","0.150946278276891"
"43","0.07110025650693158","0.00006335979442508163","0.16270837579205574"
