"Step","env: CHICKENBANANA - lambdas/Gate","env: CHICKENBANANA - lambdas/Gate__MIN","env: CHICKENBANANA - lambdas/Gate__MAX"
"1","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"2","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"3","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"4","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"5","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"6","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"8","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"9","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"10","0.342902846019672","0.342902846019672","0.342902846019672"
"11","0.3429993681251041","0.3429993681251041","0.3429993681251041"
"12","0.34278283657151093","0.34278283657151093","0.34278283657151093"
"13","0.34231715215477243","0.34231715215477243","0.34231715215477243"
"14","0.3414439596873592","0.3414439596873592","0.3414439596873592"
"15","0.34092037561333494","0.34092037561333494","0.34092037561333494"
"16","0.3401481489443906","0.3401481489443906","0.3401481489443906"
"17","0.3393785728956209","0.3393785728956209","0.3393785728956209"
"18","0.3390214745735013","0.3390214745735013","0.3390214745735013"
"19","0.33841444986083485","0.33841444986083485","0.33841444986083485"
"20","0.33771448448852065","0.33771448448852065","0.33771448448852065"
"21","0.3367657997872948","0.3367657997872948","0.3367657997872948"
"22","0.33582056961513507","0.33582056961513507","0.33582056961513507"
"23","0.3348787900699574","0.3348787900699574","0.3348787900699574"
"24","0.33419261867690986","0.33419261867690986","0.33419261867690986"
"25","0.3331629432573476","0.3331629432573476","0.3331629432573476"
"26","0.33245478926196115","0.33245478926196115","0.33245478926196115"
"27","0.33200235291427327","0.33200235291427327","0.33200235291427327"
"28","0.33114121742885316","0.33114121742885316","0.33114121742885316"
"29","0.33028431558290094","0.33028431558290094","0.33028431558290094"
"30","0.32952471533829786","0.32952471533829786","0.32952471533829786"
"31","0.3286755823172885","0.3286755823172885","0.3286755823172885"
"32","0.3278306344198359","0.3278306344198359","0.3278306344198359"
"33","0.32698985393806757","0.32698985393806757","0.32698985393806757"
"34","0.3258997023435514","0.3258997023435514","0.3258997023435514"
"35","0.32490678633799186","0.32490678633799186","0.32490678633799186"
"36","0.32359994482703675","0.32359994482703675","0.32359994482703675"
"37","0.3219526922065924","0.3219526922065924","0.3219526922065924"
"38","0.3203126526418196","0.3203126526418196","0.3203126526418196"
"39","0.31867981790718036","0.31867981790718036","0.31867981790718036"
"40","0.3170541793465392","0.3170541793465392","0.3170541793465392"
"41","0.3155256622893877","0.3155256622893877","0.3155256622893877"
"42","0.3140031388824242","0.3140031388824242","0.3140031388824242"
"43","0.31248660812610507","0.31248660812610507","0.31248660812610507"
"44","0.31097606863665284","0.31097606863665284","0.31097606863665284"
"45","0.30979203855876847","0.30979203855876847","0.30979203855876847"
"46","0.3087811871265392","0.3087811871265392","0.3087811871265392"
"47","0.30786338105434913","0.30786338105434913","0.30786338105434913"
"48","0.30694956473757684","0.30694956473757684","0.30694956473757684"
"49","0.3060397262000463","0.3060397262000463","0.3060397262000463"
"50","0.3050462650858915","0.3050462650858915","0.3050462650858915"
"51","0.30405760007581595","0.30405760007581595","0.30405760007581595"
"52","0.3030737125979926","0.3030737125979926","0.3030737125979926"
"53","0.302094584068707","0.302094584068707","0.302094584068707"
"54","0.30112019589408573","0.30112019589408573","0.30112019589408573"
"55","0.29974290127022946","0.29974290127022946","0.29974290127022946"
"56","0.29820077916268134","0.29820077916268134","0.29820077916268134"
"57","0.29666572267638597","0.29666572267638597","0.29666572267638597"
"58","0.295137717881463","0.295137717881463","0.295137717881463"
"59","0.29361675052576","0.29361675052576","0.29361675052576"
"60","0.29236185901396783","0.29236185901396783","0.29236185901396783"
"61","0.29111303472765093","0.29111303472765093","0.29111303472765093"
"62","0.28987025873300565","0.28987025873300565","0.28987025873300565"
"63","0.2886335119547255","0.2886335119547255","0.2886335119547255"
"64","0.2873194182786631","0.2873194182786631","0.2873194182786631"
"65","0.28601237133043417","0.28601237133043417","0.28601237133043417"
"66","0.2847123417687637","0.2847123417687637","0.2847123417687637"
"67","0.28341930017462225","0.28341930017462225","0.28341930017462225"
"68","0.2821332170561566","0.2821332170561566","0.2821332170561566"
"69","0.280854062853529","0.280854062853529","0.280854062853529"
"70","0.27940307518058877","0.27940307518058877","0.27940307518058877"
"71","0.2778778876096389","0.2778778876096389","0.2778778876096389"
"72","0.2766823041993664","0.2766823041993664","0.2766823041993664"
"73","0.2754928535596798","0.2754928535596798","0.2754928535596798"
"74","0.2743898160562905","0.2743898160562905","0.2743898160562905"
"75","0.27337206816763027","0.27337206816763027","0.27337206816763027"
"76","0.2723586546185587","0.2723586546185587","0.2723586546185587"
"77","0.2713495632033495","0.2713495632033495","0.2713495632033495"
"78","0.27034478166296455","0.27034478166296455","0.27034478166296455"
"79","0.26934429768658075","0.26934429768658075","0.26934429768658075"
"80","0.2683480989130987","0.2683480989130987","0.2683480989130987"
"81","0.26769703080755897","0.26769703080755897","0.26769703080755897"
"82","0.2667257777293408","0.2667257777293408","0.2667257777293408"
"83","0.2657581848989422","0.2657581848989422","0.2657581848989422"
"84","0.2647942503332208","0.2647942503332208","0.2647942503332208"
"85","0.2637563425237358","0.2637563425237358","0.2637563425237358"
"86","0.26272305659919304","0.26272305659919304","0.26272305659919304"
"87","0.2616943807533711","0.2616943807533711","0.2616943807533711"
"88","0.2609941462656816","0.2609941462656816","0.2609941462656816"
"89","0.2602970888328833","0.2602970888328833","0.2602970888328833"
"90","0.25960319662438863","0.25960319662438863","0.25960319662438863"
"91","0.25857245545485813","0.25857245545485813","0.25857245545485813"
"92","0.25754668845365714","0.25754668845365714","0.25754668845365714"
"93","0.2565258762213854","0.2565258762213854","0.2565258762213854"
"94","0.2555099993506041","0.2555099993506041","0.2555099993506041"
"95","0.25457446402299966","0.25457446402299966","0.25457446402299966"
"96","0.25364301275451834","0.25364301275451834","0.25364301275451834"
"97","0.25271563256045565","0.25271563256045565","0.25271563256045565"
"98","0.2514681157653372","0.2514681157653372","0.2514681157653372"
"99","0.2502260584799778","0.2502260584799778","0.2502260584799778"
"100","0.2489154656904202","0.2489154656904202","0.2489154656904202"
"101","0.24768499628714946","0.24768499628714946","0.24768499628714946"
"102","0.24645994470591642","0.24645994470591642","0.24645994470591642"
"103","0.2452402987924685","0.2452402987924685","0.2452402987924685"
"104","0.24402604622289967","0.24402604622289967","0.24402604622289967"
"105","0.24281717450727308","0.24281717450727308","0.24281717450727308"
"106","0.24154169456051627","0.24154169456051627","0.24154169456051627"
"107","0.24027259477488336","0.24027259477488336","0.24027259477488336"
"108","0.23893855510705095","0.23893855510705095","0.23893855510705095"
"109","0.23761188057927696","0.23761188057927696","0.23761188057927696"
"110","0.23636315351375192","0.23636315351375192","0.23636315351375192"
"111","0.23512070233740096","0.23512070233740096","0.23512070233740096"
"112","0.2338845039124715","0.2338845039124715","0.2338845039124715"
"113","0.2326545350158344","0.2326545350158344","0.2326545350158344"
"114","0.23143077234281462","0.23143077234281462","0.23143077234281462"
"115","0.23021319251096112","0.23021319251096112","0.23021319251096112"
"116","0.22907041692139962","0.22907041692139962","0.22907041692139962"
"117","0.2279327909107823","0.2279327909107823","0.2279327909107823"
