"Step","env: CHICKENBANANA - lambdas/Chicken","env: CHICKENBANANA - lambdas/Chicken__MIN","env: CHICKENBANANA - lambdas/Chicken__MAX"
"1","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"2","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"3","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"4","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"5","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"6","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"7","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"8","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"9","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"10","0.5561112936190863","0.42163932733435827","0.8065719010039256"
"11","0.5577597486456958","0.42163932733435827","0.8370200314120594"
"12","0.5685966527465364","0.45240561805420604","0.8525178675859206"
"13","0.5771303879153401","0.4516012595744006","0.8497087810199808"
"14","0.5882196965437481","0.44551930832792136","0.8482965979879897"
"15","0.5882590247386393","0.41968010057412664","0.8475886366669521"
"16","0.5986034608519123","0.4259122306740121","0.8124078279818701"
"17","0.6177597195462858","0.40468994527029506","0.8294192219381533"
"18","0.6300289591029263","0.439209424587019","0.7932732019796305"
"19","0.6377718502086422","0.4491367518071141","0.8118081987831974"
"20","0.6580680038587363","0.41068054543151483","0.8482915025758034"
"21","0.6859268691930118","0.410270971393379","0.8669079382943751"
"22","0.7010115280491493","0.3861133464431781","0.8763087604531008"
"23","0.7209011159489084","0.34815524235700446","0.8810321749642587"
"24","0.7414942812581152","0.3282534411960702","0.9114219752245851"
"25","0.77163254638097","0.29098169476954566","0.9553035587908336"
"26","0.7888937020890463","0.24332926611389968","0.9775134338649963"
"27","0.7959355295163595","0.1888408073387033","0.988679409039699"
"28","0.80122318322488","0.1293979031316018","0.9656298056070952"
"29","0.8050266573193762","0.09866062799230167","0.9539672094140274"
"30","0.805240575036108","0.12030306934748194","0.9634097147316639"
"31","0.798375351127579","0.13142090270582105","0.9815959196793984"
"32","0.8026122117062572","0.18253394883164933","0.9907276036116038"
"33","0.809812399787783","0.26102018021836376","0.9953026376233246"
"34","0.8053159978500913","0.3453270123535447","0.997592395360681"
"35","0.8053239218821154","0.4183102717298118","0.9987378272149172"
"36","0.80256838071286","0.45278787263955683","0.9993106804864627"
"37","0.7886759847426473","0.46947773766756684","0.9706477196260166"
"38","0.7767316960384169","0.4776812162234119","0.9564034692597347"
"39","0.7661440049002881","0.4817471513082088","0.9493050105986108"
"40","0.7604897741736873","0.4727697728151514","0.9457619261367598"
"41","0.7516942027549632","0.4500367860102892","0.9439919483830544"
"42","0.7426244455428811","0.38438858122409225","0.9431073541408166"
"43","0.7313570000633334","0.3383337459185221","0.9426651561166801"
"44","0.7372570584518057","0.3295127470238118","0.9424440819335803"
"45","0.7344233226758599","0.3303002465367998","0.9423335510561086"
