"Step","env: CHICKENBANANA - lambdas/Objective","env: CHICKENBANANA - lambdas/Objective__MIN","env: CHICKENBANANA - lambdas/Objective__MAX"
"1","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"2","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"3","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"4","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"5","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"6","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"7","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"8","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"9","0.33333333333333337","0.3333333333333333","0.3333333333333333"
"10","0.31717234856589616","0.14317002926913838","0.5021603175842938"
"11","0.32178437754172146","0.14784027479857667","0.5021603175842938"
"12","0.31709699358202403","0.1474237289030455","0.507069812098357"
"13","0.31669828671726763","0.1280853024352864","0.5151338314875813"
"14","0.3120184101777562","0.10942477326094233","0.519120343443844"
"15","0.30671396848805665","0.07488512221811071","0.5422919991510914"
"16","0.2990736105350251","0.03784229954822154","0.5327967578203983"
"17","0.2872507423541636","0.019037140978214684","0.5504200202544242"
"18","0.28226340029363556","0.009887303908358113","0.5136707213811179"
"19","0.28008457273177817","0.00505622837017761","0.533444553165424"
"20","0.2704212131719401","0.0026595120979827913","0.5803172431538081"
"21","0.2503380099603057","0.00138240483930843","0.5849187326648294"
"22","0.2313138729383793","0.0007237521973140124","0.6112817580630513"
"23","0.20949404092901008","0.0003893507102783597","0.6504173204389825"
"24","0.19032850526790623","0.00022788132795731276","0.6709822266395413"
"25","0.17232032428909638","0.000147215537026827","0.7085891004270558"
"26","0.15787588760225818","0.000103759993177136","0.7564153758968918"
"27","0.1528366488082139","0.00008123987006656129","0.8109944245987756"
"28","0.15098178769611809","0.0015639923923122412","0.8704838264657281"
"29","0.1464677407759604","0.000809843996429911","0.9012472692755941"
"30","0.13422157976473564","0.0004324459356333691","0.847199800466154"
"31","0.13119745224253965","0.018345183984935762","0.8187674460024931"
"32","0.12678067264239698","0.009213846945743457","0.7568838750501162"
"33","0.11931149172547942","0.004638992011917809","0.671336045618292"
"34","0.11714653165349395","0.002349325228273537","0.547108803118223"
"35","0.11117538230472164","0.001203939205439263","0.46119323669328327"
"36","0.10789877043948512","0.0006311089383375534","0.4212119167011426"
"37","0.10938494422762612","0.0003346778863261026","0.4020087578534845"
"38","0.11236184188141433","0.00019269493549088377","0.3926076226357637"
"39","0.11607850685259893","0.00012325023890568","0.38795750351864666"
"40","0.12152046567803565","0.00008891304011513845","0.4227289732639808"
"41","0.12294388948704874","0.00007184052730453547","0.4251339788502698"
"42","0.12958970454957755","0.00006332826697373953","0.4806551659128515"
"43","0.13505064205577014","0.00005907813260114464","0.48833109079024517"
"44","0.13007422339828337","0.00005695456395801812","0.5115634812228885"
