"Step","env: CHICKENBANANA - lambdas/Gate","env: CHICKENBANANA - lambdas/Gate__MIN","env: CHICKENBANANA - lambdas/Gate__MAX"
"1","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"2","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"3","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"4","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"5","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"6","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"8","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"9","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"10","0.3144549118151412","0.3144549118151412","0.3144549118151412"
"11","0.31881467334805236","0.31881467334805236","0.31881467334805236"
"12","0.3218596651832636","0.3218596651832636","0.3218596651832636"
"13","0.3151193476899863","0.3151193476899863","0.3151193476899863"
"14","0.2966432550306276","0.2966432550306276","0.2966432550306276"
"15","0.3010128799998313","0.3010128799998313","0.3010128799998313"
"16","0.2900255199547852","0.2900255199547852","0.2900255199547852"
"17","0.26407007298961543","0.26407007298961543","0.26407007298961543"
"18","0.24570104333835846","0.24570104333835846","0.24570104333835846"
"19","0.2327533938166258","0.2327533938166258","0.2327533938166258"
"20","0.22364939148715","0.22364939148715","0.22364939148715"
"21","0.19956600237930572","0.19956600237930572","0.19956600237930572"
"22","0.1683576688816553","0.1683576688816553","0.1683576688816553"
"23","0.14665217023726618","0.14665217023726618","0.14665217023726618"
"24","0.131555030431207","0.131555030431207","0.131555030431207"
"25","0.1064989519826759","0.1064989519826759","0.1064989519826759"
"26","0.08900435795406239","0.08900435795406239","0.08900435795406239"
"27","0.07817854580316576","0.07817854580316576","0.07817854580316576"
"28","0.055402525841187794","0.055402525841187794","0.055402525841187794"
"29","0.05523288081147041","0.05523288081147041","0.05523288081147041"
"30","0.055074726631816735","0.055074726631816735","0.055074726631816735"
"31","0.073656126855044","0.073656126855044","0.073656126855044"
"32","0.08770105065354993","0.08770105065354993","0.08770105065354993"
"33","0.09806075164464989","0.09806075164464989","0.09806075164464989"
"34","0.10557786962057912","0.10557786962057912","0.10557786962057912"
"35","0.1109720076893047","0.1109720076893047","0.1109720076893047"
"36","0.11481337465365027","0.11481337465365027","0.11481337465365027"
"37","0.1175346512382837","0.1175346512382837","0.1175346512382837"
"38","0.11945546211763852","0.11945546211763852","0.11945546211763852"
"39","0.10283339475280966","0.10283339475280966","0.10283339475280966"
"40","0.10713232966549345","0.10713232966549345","0.10713232966549345"
"41","0.09037824454265246","0.09037824454265246","0.09037824454265246"
"42","0.09610996865642571","0.09610996865642571","0.09610996865642571"
"43","0.0999360677289238","0.0999360677289238","0.0999360677289238"
"44","0.1025270927235817","0.1025270927235817","0.1025270927235817"
"45","0.10255845847980063","0.10255845847980063","0.10255845847980063"
"46","0.10082265993643756","0.10082265993643756","0.10082265993643756"
"47","0.09960095781406829","0.09960095781406829","0.09960095781406829"
"48","0.09874288108376816","0.09874288108376816","0.09874288108376816"
"49","0.09814093946214593","0.09814093946214593","0.09814093946214593"
"50","0.08447563271660191","0.08447563271660191","0.08447563271660191"
"51","0.07474110392652744","0.07474110392652744","0.07474110392652744"
"52","0.052641226015954404","0.052641226015954404","0.052641226015954404"
"53","0.03701256307444942","0.03701256307444942","0.03701256307444942"
"54","0.025996130778851576","0.025996130778851576","0.025996130778851576"
"55","0.018588406368694174","0.018588406368694174","0.018588406368694174"
"56","0.013458248666411342","0.013458248666411342","0.013458248666411342"
"57","0.009479935466805976","0.009479935466805976","0.009479935466805976"
"58","0.006673459688698095","0.006673459688698095","0.006673459688698095"
"59","0.004698232145523533","0.004698232145523533","0.004698232145523533"
"60","0.01966955536282539","0.01966955536282539","0.01966955536282539"
"61","0.04642947970450869","0.04642947970450869","0.04642947970450869"
"62","0.06508653531555116","0.06508653531555116","0.06508653531555116"
"63","0.0781023075727903","0.0781023075727903","0.0781023075727903"
"64","0.0871891863473907","0.0871891863473907","0.0871891863473907"
"65","0.09353730891473418","0.09353730891473418","0.09353730891473418"
"66","0.09797448550759347","0.09797448550759347","0.09797448550759347"
"67","0.10273154999090842","0.10273154999090842","0.10273154999090842"
"68","0.10611523256849352","0.10611523256849352","0.10611523256849352"
"69","0.1085096477799423","0.1085096477799423","0.1085096477799423"
"70","0.09357124267577135","0.09357124267577135","0.09357124267577135"
"71","0.06609161280102571","0.06609161280102571","0.06609161280102571"
"72","0.04656069363871361","0.04656069363871361","0.04656069363871361"
"73","0.03274588102775186","0.03274588102775186","0.03274588102775186"
"74","0.023005891729143114","0.023005891729143114","0.023005891729143114"
"75","0.016153974587232736","0.016153974587232736","0.016153974587232736"
"76","0.011341076079008524","0.011341076079008524","0.011341076079008524"
"77","0.007963957643047002","0.007963957643047002","0.007963957643047002"
"78","0.005499054852712217","0.005499054852712217","0.005499054852712217"
"79","0.003820610218168767","0.003820610218168767","0.003820610218168767"
"80","0.0026687404431869426","0.0026687404431869426","0.0026687404431869426"
"81","0.001873722965797328","0.001873722965797328","0.001873722965797328"
"82","0.0013227426619834674","0.0013227426619834674","0.0013227426619834674"
"83","0.0009397665217424752","0.0009397665217424752","0.0009397665217424752"
"84","0.017173706592668935","0.017173706592668935","0.017173706592668935"
"85","0.0284653237156569","0.0284653237156569","0.0284653237156569"
"86","0.036333454836073115","0.036333454836073115","0.036333454836073115"
"87","0.05955930303959459","0.05955930303959459","0.05955930303959459"
"88","0.07769045216342425","0.07769045216342425","0.07769045216342425"
"89","0.09099359073864419","0.09099359073864419","0.09099359073864419"
"90","0.10060541486402368","0.10060541486402368","0.10060541486402368"
"91","0.10748021447159586","0.10748021447159586","0.10748021447159586"
"92","0.11236418881369223","0.11236418881369223","0.11236418881369223"
"93","0.11368188701780378","0.11368188701780378","0.11368188701780378"
"94","0.09708557030061767","0.09708557030061767","0.09708557030061767"
"95","0.085545768145827","0.085545768145827","0.085545768145827"
"96","0.07751181188730139","0.07751181188730139","0.07751181188730139"
"97","0.053147778406650546","0.053147778406650546","0.053147778406650546"
"98","0.03662641258023565","0.03662641258023565","0.03662641258023565"
"99","0.025350949565815337","0.025350949565815337","0.025350949565815337"
"100","0.017608890047610574","0.017608890047610574","0.017608890047610574"
"101","0.012266191281261546","0.012266191281261546","0.012266191281261546"
"102","0.008564842448133691","0.008564842448133691","0.008564842448133691"
"103","0.0061033279154778805","0.0061033279154778805","0.0061033279154778805"
"104","0.004333729997347301","0.004333729997347301","0.004333729997347301"
"105","0.0030724546320694663","0.0030724546320694663","0.0030724546320694663"
"106","0.0021786018838545976","0.0021786018838545976","0.0021786018838545976"
"107","0.001547568386875198","0.001547568386875198","0.001547568386875198"
"108","0.0011032420926831662","0.0011032420926831662","0.0011032420926831662"
"109","0.0007909425470380645","0.0007909425470380645","0.0007909425470380645"
"110","0.0005717114932693842","0.0005717114932693842","0.0005717114932693842"
"111","0.0004179457998770991","0.0004179457998770991","0.0004179457998770991"
"112","0.00031016105488415504","0.00031016105488415504","0.00031016105488415504"
"113","0.00023463890284595727","0.00023463890284595727","0.00023463890284595727"
"114","0.00018173773069569065","0.00018173773069569065","0.00018173773069569065"
"115","0.0001446894412937873","0.0001446894412937873","0.0001446894412937873"
