"Step","env: CHICKENBANANA - lambdas/Banana","env: CHICKENBANANA - lambdas/Banana__MIN","env: CHICKENBANANA - lambdas/Banana__MAX"
"1","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"2","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"3","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"4","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"5","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"6","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"8","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"9","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"10","0.1459488290105601","0.1459488290105601","0.1459488290105601"
"11","0.14570842617305796","0.14570842617305796","0.14570842617305796"
"12","0.14521652043544045","0.14521652043544045","0.14521652043544045"
"13","0.14478203247825672","0.14478203247825672","0.14478203247825672"
"14","0.14433686966991235","0.14433686966991235","0.14433686966991235"
"15","0.143598173266937","0.143598173266937","0.143598173266937"
"16","0.14291724143443638","0.14291724143443638","0.14291724143443638"
"17","0.14223899636707","0.14223899636707","0.14223899636707"
"18","0.1415762336109533","0.1415762336109533","0.1415762336109533"
"19","0.14096968514540933","0.14096968514540933","0.14096968514540933"
"20","0.14060634806680877","0.14060634806680877","0.14060634806680877"
"21","0.14029732017552632","0.14029732017552632","0.14029732017552632"
"22","0.13998887378894143","0.13998887378894143","0.13998887378894143"
"23","0.1396810147726562","0.1396810147726562","0.1396810147726562"
"24","0.13932098379473645","0.13932098379473645","0.13932098379473645"
"25","0.13925700383675915","0.13925700383675915","0.13925700383675915"
"26","0.13944902014085048","0.13944902014085048","0.13944902014085048"
"27","0.13958747537118035","0.13958747537118035","0.13958747537118035"
"28","0.13971153892143606","0.13971153892143606","0.13971153892143606"
"29","0.13983489552492553","0.13983489552492553","0.13983489552492553"
"30","0.13971453161169115","0.13971453161169115","0.13971453161169115"
"31","0.1398375818030314","0.1398375818030314","0.1398375818030314"
"32","0.13995993268587623","0.13995993268587623","0.13995993268587623"
"33","0.1400815881291032","0.1400815881291032","0.1400815881291032"
"34","0.14025530028101926","0.14025530028101926","0.14025530028101926"
"35","0.14018430222114528","0.14018430222114528","0.14018430222114528"
"36","0.13985433163529487","0.13985433163529487","0.13985433163529487"
"37","0.1398214517428156","0.1398214517428156","0.1398214517428156"
"38","0.13978778050396504","0.13978778050396504","0.13978778050396504"
"39","0.1397533301628292","0.1397533301628292","0.1397533301628292"
"40","0.13971811286085672","0.13971811286085672","0.13971811286085672"
"41","0.1394368539718668","0.1394368539718668","0.1394368539718668"
"42","0.13915555811520008","0.13915555811520008","0.13915555811520008"
"43","0.13887424016347","0.13887424016347","0.13887424016347"
"44","0.13859291480206012","0.13859291480206012","0.13859291480206012"
"45","0.1385747355775734","0.1385747355775734","0.1385747355775734"
"46","0.1387512583778429","0.1387512583778429","0.1387512583778429"
"47","0.13868014097485734","0.13868014097485734","0.13868014097485734"
"48","0.13860898706159877","0.13860898706159877","0.13860898706159877"
"49","0.13853780041462768","0.13853780041462768","0.13853780041462768"
"50","0.13871388698593906","0.13871388698593906","0.13871388698593906"
"51","0.138889069816677","0.138889069816677","0.138889069816677"
"52","0.1390633529205314","0.1390633529205314","0.1390633529205314"
"53","0.13923674030672886","0.13923674030672886","0.13923674030672886"
"54","0.13940923597975985","0.13940923597975985","0.13940923597975985"
"55","0.13956266228707828","0.13956266228707828","0.13956266228707828"
"56","0.13951802707733105","0.13951802707733105","0.13951802707733105"
"57","0.13947277443500464","0.13947277443500464","0.13947277443500464"
"58","0.13942691513000638","0.13942691513000638","0.13942691513000638"
"59","0.13938045983049416","0.13938045983049416","0.13938045983049416"
"60","0.13928243043323207","0.13928243043323207","0.13928243043323207"
"61","0.13918426218503116","0.13918426218503116","0.13918426218503116"
"62","0.13908596234686385","0.13908596234686385","0.13908596234686385"
"63","0.13898753808478428","0.13898753808478428","0.13898753808478428"
"64","0.13913874891373884","0.13913874891373884","0.13913874891373884"
"65","0.139288866471183","0.139288866471183","0.139288866471183"
"66","0.13943789814803223","0.13943789814803223","0.13943789814803223"
"67","0.1395858513061414","0.1395858513061414","0.1395858513061414"
"68","0.1397327332778973","0.1397327332778973","0.1397327332778973"
"69","0.1398785513658263","0.1398785513658263","0.1398785513658263"
"70","0.13982332154427438","0.13982332154427438","0.13982332154427438"
"71","0.14001836969442966","0.14001836969442966","0.14001836969442966"
"72","0.14048454985513664","0.14048454985513664","0.14048454985513664"
"73","0.14094886513025578","0.14094886513025578","0.14094886513025578"
"74","0.1411599620234885","0.1411599620234885","0.1411599620234885"
"75","0.14111845018415606","0.14111845018415606","0.14111845018415606"
"76","0.14107673381968205","0.14107673381968205","0.14107673381968205"
"77","0.14103481750096988","0.14103481750096988","0.14103481750096988"
"78","0.1409927057508302","0.1409927057508302","0.1409927057508302"
"79","0.1409504030442977","0.1409504030442977","0.1409504030442977"
"80","0.14090791380894735","0.14090791380894735","0.14090791380894735"
"81","0.14056190597998738","0.14056190597998738","0.14056190597998738"
"82","0.1399410327849616","0.1399410327849616","0.1399410327849616"
"83","0.13932217292424406","0.13932217292424406","0.13932217292424406"
"84","0.1387053299434503","0.1387053299434503","0.1387053299434503"
"85","0.13834411166488472","0.13834411166488472","0.13834411166488472"
"86","0.13798394802850777","0.13798394802850777","0.13798394802850777"
"87","0.13762484292373847","0.13762484292373847","0.13762484292373847"
"88","0.13754423622353326","0.13754423622353326","0.13754423622353326"
"89","0.1374637833843198","0.1374637833843198","0.1374637833843198"
"90","0.13738348600793843","0.13738348600793843","0.13738348600793843"
"91","0.13760673120507746","0.13760673120507746","0.13760673120507746"
"92","0.1378289499689252","0.1378289499689252","0.1378289499689252"
"93","0.1380501457806758","0.1380501457806758","0.1380501457806758"
"94","0.1382703221305041","0.1382703221305041","0.1382703221305041"
"95","0.13823415760836436","0.13823415760836436","0.13823415760836436"
"96","0.13819784430530369","0.13819784430530369","0.13819784430530369"
"97","0.13816138585391233","0.13816138585391233","0.13816138585391233"
"98","0.1378440514713576","0.1378440514713576","0.1378440514713576"
"99","0.13752730889276618","0.13752730889276618","0.13752730889276618"
"100","0.13746753057225078","0.13746753057225078","0.13746753057225078"
"101","0.13715091143078087","0.13715091143078087","0.13715091143078087"
"102","0.13683491123765235","0.13683491123765235","0.13683491123765235"
"103","0.1365195377092469","0.1365195377092469","0.1365195377092469"
"104","0.13620479841692337","0.13620479841692337","0.13620479841692337"
"105","0.1358907007884294","0.1358907007884294","0.1358907007884294"
"106","0.1358347626445126","0.1358347626445126","0.1358347626445126"
"107","0.13577854863804437","0.13577854863804437","0.13577854863804437"
"108","0.13597988182277612","0.13597988182277612","0.13597988182277612"
"109","0.13617996451505182","0.13617996451505182","0.13617996451505182"
"110","0.1361207124128011","0.1361207124128011","0.1361207124128011"
"111","0.13606121877234822","0.13606121877234822","0.13606121877234822"
"112","0.13600149021660035","0.13600149021660035","0.13600149021660035"
"113","0.13594153328891087","0.13594153328891087","0.13594153328891087"
"114","0.135881354453672","0.135881354453672","0.135881354453672"
"115","0.13582096009690775","0.13582096009690775","0.13582096009690775"
"116","0.13550129474423434","0.13550129474423434","0.13550129474423434"
"117","0.13518239045721236","0.13518239045721236","0.13518239045721236"
