"Step","env: CHICKENBANANA - lambdas/Chicken","env: CHICKENBANANA - lambdas/Chicken__MIN","env: CHICKENBANANA - lambdas/Chicken__MAX"
"1","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"2","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"3","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"4","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"5","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"6","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"7","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"8","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"9","0.3333333333333333","0.3333333333333333","0.3333333333333333"
"10","0.5329705216066262","0.5329705216066262","0.5329705216066262"
"11","0.5403598937899494","0.5403598937899494","0.5403598937899494"
"12","0.5455208590848866","0.5455208590848866","0.5455208590848866"
"13","0.5674045739985367","0.5674045739985367","0.5674045739985367"
"14","0.5946852473052303","0.5946852473052303","0.5946852473052303"
"15","0.6109685653709481","0.6109685653709481","0.6109685653709481"
"16","0.6349477167951296","0.6349477167951296","0.6349477167951296"
"17","0.656279332325995","0.656279332325995","0.656279332325995"
"18","0.671312037771062","0.671312037771062","0.671312037771062"
"19","0.6818759167340447","0.6818759167340447","0.6818759167340447"
"20","0.6892877887797159","0.6892877887797159","0.6892877887797159"
"21","0.6968313412499754","0.6968313412499754","0.6968313412499754"
"22","0.714006991526778","0.714006991526778","0.714006991526778"
"23","0.7255016149431315","0.7255016149431315","0.7255016149431315"
"24","0.7332690250528885","0.7332690250528885","0.7332690250528885"
"25","0.7507848562447184","0.7507848562447184","0.7507848562447184"
"26","0.76289195482723","0.76289195482723","0.76289195482723"
"27","0.7852239597109979","0.7852239597109979","0.7852239597109979"
"28","0.8142024871903324","0.8142024871903324","0.8142024871903324"
"29","0.8368286134623708","0.8368286134623708","0.8368286134623708"
"30","0.8528579131795013","0.8528579131795013","0.8528579131795013"
"31","0.8435187571035088","0.8435187571035088","0.8435187571035088"
"32","0.8362971477005566","0.8362971477005566","0.8362971477005566"
"33","0.8308895260799745","0.8308895260799745","0.8308895260799745"
"34","0.8269256071891978","0.8269256071891978","0.8269256071891978"
"35","0.8240613696250285","0.8240613696250285","0.8240613696250285"
"36","0.8220118762152149","0.8220118762152149","0.8220118762152149"
"37","0.8205551830790002","0.8205551830790002","0.8205551830790002"
"38","0.8195246163221617","0.8195246163221617","0.8195246163221617"
"39","0.8355376042816743","0.8355376042816743","0.8355376042816743"
"40","0.8144648766117463","0.8144648766117463","0.8144648766117463"
"41","0.8386513408582332","0.8386513408582332","0.8386513408582332"
"42","0.8391966244902092","0.8391966244902092","0.8391966244902092"
"43","0.8395384691101091","0.8395384691101091","0.8395384691101091"
"44","0.8397594823006926","0.8397594823006926","0.8397594823006926"
"45","0.8258865098861093","0.8258865098861093","0.8258865098861093"
"46","0.8026098270715837","0.8026098270715837","0.8026098270715837"
"47","0.7866488162588153","0.7866488162588153","0.7866488162588153"
"48","0.7756354720780207","0.7756354720780207","0.7756354720780207"
"49","0.7680030301062865","0.7680030301062865","0.7680030301062865"
"50","0.7890195002746265","0.7890195002746265","0.7890195002746265"
"51","0.804057745642561","0.804057745642561","0.804057745642561"
"52","0.828034277720344","0.828034277720344","0.828034277720344"
"53","0.845092541050222","0.845092541050222","0.845092541050222"
"54","0.8571675439809426","0.8571675439809426","0.8571675439809426"
"55","0.8818487215684487","0.8818487215684487","0.8818487215684487"
"56","0.916085471398365","0.916085471398365","0.916085471398365"
"57","0.9238421700961414","0.9238421700961414","0.9238421700961414"
"58","0.9293147380320144","0.9293147380320144","0.9293147380320144"
"59","0.9331667101443544","0.9331667101443544","0.9331667101443544"
"60","0.9205124828583278","0.9205124828583278","0.9205124828583278"
"61","0.8963270566290854","0.8963270566290854","0.8963270566290854"
"62","0.8794364264758873","0.8794364264758873","0.8794364264758873"
"63","0.8676392819834596","0.8676392819834596","0.8676392819834596"
"64","0.859396569779278","0.859396569779278","0.859396569779278"
"65","0.8536349783021576","0.8536349783021576","0.8536349783021576"
"66","0.8496062121308278","0.8496062121308278","0.8496062121308278"
"67","0.8606476699677397","0.8606476699677397","0.8606476699677397"
"68","0.8682820241712083","0.8682820241712083","0.8682820241712083"
"69","0.8735775123893336","0.8735775123893336","0.8735775123893336"
"70","0.8936524442525356","0.8936524442525356","0.8936524442525356"
"71","0.9246718712547564","0.9246718712547564","0.9246718712547564"
"72","0.9468190850381114","0.9468190850381114","0.9468190850381114"
"73","0.9625345507024071","0.9625345507024071","0.9625345507024071"
"74","0.9736394075847008","0.9736394075847008","0.9736394075847008"
"75","0.9814637563105115","0.9814637563105115","0.9814637563105115"
"76","0.9869657544553493","0.9869657544553493","0.9869657544553493"
"77","0.9908293764261749","0.9908293764261749","0.9908293764261749"
"78","0.9763245017307316","0.9763245017307316","0.9763245017307316"
"79","0.9661281826404035","0.9661281826404035","0.9661281826404035"
"80","0.9589721156306699","0.9589721156306699","0.9589721156306699"
"81","0.9539545488401049","0.9539545488401049","0.9539545488401049"
"82","0.9504384546382557","0.9504384546382557","0.9504384546382557"
"83","0.9479754236161725","0.9479754236161725","0.9479754236161725"
"84","0.9306261634048844","0.9306261634048844","0.9306261634048844"
"85","0.9185889526461741","0.9185889526461741","0.9185889526461741"
"86","0.9102159180302662","0.9102159180302662","0.9102159180302662"
"87","0.8684533424021229","0.8684533424021229","0.8684533424021229"
"88","0.8540493715488531","0.8540493715488531","0.8540493715488531"
"89","0.843454319583626","0.843454319583626","0.843454319583626"
"90","0.835785719596882","0.835785719596882","0.835785719596882"
"91","0.8302940819403775","0.8302940819403775","0.8302940819403775"
"92","0.8263893905847425","0.8263893905847425","0.8263893905847425"
"93","0.808435882512714","0.808435882512714","0.808435882512714"
"94","0.811662233739197","0.811662233739197","0.811662233739197"
"95","0.813602521556993","0.813602521556993","0.813602521556993"
"96","0.8148020986665382","0.8148020986665382","0.8148020986665382"
"97","0.8544259132184066","0.8544259132184066","0.8544259132184066"
"98","0.8815240120497313","0.8815240120497313","0.8815240120497313"
"99","0.9001297198866272","0.9001297198866272","0.9001297198866272"
"100","0.9129596709283342","0.9129596709283342","0.9129596709283342"
"101","0.9218402633402649","0.9218402633402649","0.9218402633402649"
"102","0.928005747439325","0.928005747439325","0.928005747439325"
"103","0.9494444753826335","0.9494444753826335","0.9494444753826335"
"104","0.9645209174262559","0.9645209174262559","0.9645209174262559"
"105","0.9751046391619637","0.9751046391619637","0.9751046391619637"
"106","0.9825267359103473","0.9825267359103473","0.9825267359103473"
"107","0.9877283591701271","0.9877283591701271","0.9877283591701271"
"108","0.9913723543116968","0.9913723543116968","0.9913723543116968"
"109","0.9939244975056954","0.9939244975056954","0.9939244975056954"
"110","0.9957116389021449","0.9957116389021449","0.9957116389021449"
"111","0.9969629456290848","0.9969629456290848","0.9969629456290848"
"112","0.9978390089297396","0.9978390089297396","0.9978390089297396"
"113","0.9984523252928609","0.9984523252928609","0.9984523252928609"
"114","0.998881681792886","0.998881681792886","0.998881681792886"
"115","0.9991822484261484","0.9991822484261484","0.9991822484261484"
"116","0.999392653409609","0.999392653409609","0.999392653409609"
"117","0.9821389365169103","0.9821389365169103","0.9821389365169103"
"118","0.9701114479910474","0.9701114479910474","0.9701114479910474"
