objective_1,objective_2,objective_3,__wall_time_min__
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.548773992061615,0.46898754835128786,-0.7391587739810348,447.33373369375863
0.44862993955612185,0.5732190012931824,-0.8338853256776929,447.33373369375863
0.4566868543624878,0.6511667490005493,-0.9821775499731302,447.33373369375863
0.4319819390773773,0.6734666347503662,-0.982846163958311,447.33373369375863
0.4103293061256409,0.6975243091583252,-0.982872049510479,447.33373369375863
0.4711521089076996,0.6367015182971955,-0.9835406634956598,447.33373369375863
0.4583549082279205,0.64949871301651,-1.1358224023133516,447.33373369375863
0.4419336497783661,0.6659199714660644,-0.9825322784483432,447.33373369375863
0.4467847168445587,0.6610689043998719,-0.9821516644209624,447.33373369375863
0.45599926114082334,0.6518543481826782,-0.982846163958311,447.33373369375863
0.47100803852081297,0.526489895582199,-0.738531001470983,447.33373369375863
0.47899540662765505,0.6333800792694092,-1.0022068161517381,447.33373369375863
0.3522855281829834,0.43550090193748475,-2.3808551086221974,447.33373369375863
0.0,0.0,-0.28380348049104215,447.33373369375863
0.48835928440093995,0.6194943428039551,-1.2359247975051404,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28380348049104215,447.33373369375863
0.4939971208572388,0.6005622923374176,-0.8818263702094555,447.33373369375863
0.4234709799289703,0.6843826413154602,-0.982872049510479,447.33373369375863
0.4271444439888,0.6852310299873352,-1.0022068161517381,447.33373369375863
0.476192045211792,0.5252288103103637,-0.7388205209746956,447.33373369375863
0.45249266028404234,0.6598828434944153,-1.000498205423355,447.33373369375863
0.4739865005016327,0.638388991355896,-1.2632694631814956,447.33373369375863
0.47618048787117007,0.5204825282096863,-0.7317133473232389,447.33373369375863
0.0,0.0,-0.28380348049104215,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.5068150103092194,0.553606390953064,-0.822155450284481,447.33373369375863
0.4023017644882202,0.7055518388748169,-0.9821646071970462,447.33373369375863
0.45584651827812195,0.6565289497375488,-1.001873316988349,447.33373369375863
0.45624184012413027,0.6561336517333984,-1.001886259764433,447.33373369375863
0.5158513903617858,0.4951827347278595,-0.7351960020139814,447.33373369375863
0.43096708655357363,0.6814084053039551,-1.1809323627501727,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.30449578166007996,0.29274797439575195,-0.5498802682384849,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.5387134552001953,0.48313549160957336,-0.7364515470340848,447.33373369375863
0.5798218727111817,0.5026946842670441,-0.8221212781965732,447.33373369375863
0.5214102447032929,0.5515168309211731,-0.8033849151805044,447.33373369375863
0.4615605056285858,0.6462931275367737,-0.9821516644209624,447.33373369375863
0.4715894222259521,0.640786075592041,-1.0011646419763565,447.33373369375863
0.40185312628746034,0.7060005068778992,-1.0662583760917186,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.5087618350982666,0.4830359935760498,-0.7304683182388544,447.33373369375863
0.0,0.0,-0.28092719055712223,447.33373369375863
0.4617457866668701,0.5243909418582916,-0.7414909528568387,447.33373369375863
0.49359439611434935,0.514795845746994,-0.735823774524033,447.33373369375863
0.5617709398269654,0.5227985799312591,-0.8210932794958353,447.33373369375863
0.5136050462722779,0.56316779255867,-0.8225117396563292,447.33373369375863
0.4921153366565704,0.6338257312774658,-1.0554681029170752,447.33373369375863
0.440218049287796,0.6857230424880981,-1.276094365492463,447.33373369375863
0.4776009857654572,0.5245533287525177,-0.7387844046577812,447.33373369375863
0.5274270057678223,0.4655835747718811,-0.7412253441289067,447.33373369375863
0.0,0.0,-0.28955606035888193,447.33373369375863
0.5163820207118988,0.5013795256614685,-0.735718453489244,447.33373369375863
0.5501925706863403,0.5355040550231933,-0.8197042804211379,447.33373369375863
0.5238902032375335,0.5618063926696777,-0.8189660657197237,447.33373369375863
0.6955387473106385,0.43492417931556704,-1.0752039309591055,447.33373369375863
0.45051807165145874,0.6709011554718017,-1.233566502854228,447.33373369375863
0.4847204089164734,0.485715651512146,-0.7441501371562481,447.33373369375863
0.4979511559009552,0.5093299686908722,-0.7369497584179043,447.33373369375863
0.5012564301490784,0.5331900537014007,-0.7837076442316174,447.33373369375863
0.6684890866279602,0.423811012506485,-0.9511889688670635,447.33373369375863
0.7038768410682679,0.40397676825523376,-0.9807623773813248,447.33373369375863
0.6317926645278931,0.49414840936660764,-1.0568842202425004,447.33373369375863
0.6663455724716186,0.46411736607551574,-1.2278238765895366,447.33373369375863
0.5783782720565795,0.398427152633667,-0.8499978989362716,447.33373369375863
0.6392186760902405,0.4034843683242798,-0.8961916003376246,447.33373369375863
0.6610116958618164,0.4468419373035431,-0.9835406634956598,447.33373369375863
0.6422799229621887,0.46557369232177737,-0.9793592028319835,447.33373369375863
0.656293535232544,0.47416940331459045,-1.0730634465813638,447.33373369375863
0.6642968058586121,0.4661661386489868,-1.1507822789251805,447.33373369375863
0.6473208785057067,0.3870405316352844,-0.9125106435269117,447.33373369375863
0.638038945198059,0.46981468200683596,-0.9765950921922922,447.33373369375863
0.6605473041534424,0.43853211402893066,-0.9822678443044424,447.33373369375863
0.7011545062065124,0.42930843234062194,-1.0723535183817148,447.33373369375863
0.6994847536087037,0.43097819685935973,-1.1648243714123965,447.33373369375863
