_step,lambdas/Banana,seed,method
1,0.3333333333333333,1764531749,DyLam
2,0.3333333333333333,1764531749,DyLam
3,0.3333333333333333,1764531749,DyLam
4,0.3333333333333333,1764531749,DyLam
5,0.3333333333333333,1764531749,DyLam
6,0.3333333333333333,1764531749,DyLam
7,0.3333333333333333,1764531749,DyLam
8,0.3333333333333333,1764531749,DyLam
9,0.3333333333333333,1764531749,DyLam
10,0.1459488290105601,1764531749,DyLam
11,0.1457084261730579,1764531749,DyLam
12,0.1452165204354404,1764531749,DyLam
13,0.1447820324782567,1764531749,DyLam
14,0.1443368696699123,1764531749,DyLam
15,0.143598173266937,1764531749,DyLam
16,0.1429172414344363,1764531749,DyLam
17,0.14223899636707,1764531749,DyLam
18,0.1415762336109533,1764531749,DyLam
19,0.1409696851454093,1764531749,DyLam
20,0.1406063480668087,1764531749,DyLam
21,0.1402973201755263,1764531749,DyLam
22,0.1399888737889414,1764531749,DyLam
23,0.1396810147726562,1764531749,DyLam
24,0.1393209837947364,1764531749,DyLam
25,0.1392570038367591,1764531749,DyLam
26,0.1394490201408504,1764531749,DyLam
27,0.1395874753711803,1764531749,DyLam
28,0.139711538921436,1764531749,DyLam
29,0.1398348955249255,1764531749,DyLam
30,0.1397145316116911,1764531749,DyLam
31,0.1398375818030314,1764531749,DyLam
32,0.1399599326858762,1764531749,DyLam
33,0.1400815881291032,1764531749,DyLam
34,0.1402553002810192,1764531749,DyLam
35,0.1401843022211452,1764531749,DyLam
36,0.1398543316352948,1764531749,DyLam
37,0.1398214517428156,1764531749,DyLam
38,0.139787780503965,1764531749,DyLam
39,0.1397533301628292,1764531749,DyLam
40,0.1397181128608567,1764531749,DyLam
41,0.1394368539718668,1764531749,DyLam
42,0.1391555581152,1764531749,DyLam
43,0.13887424016347,1764531749,DyLam
44,0.1385929148020601,1764531749,DyLam
45,0.1385747355775734,1764531749,DyLam
46,0.1387512583778429,1764531749,DyLam
47,0.1386801409748573,1764531749,DyLam
48,0.1386089870615987,1764531749,DyLam
49,0.1385378004146276,1764531749,DyLam
50,0.138713886985939,1764531749,DyLam
51,0.138889069816677,1764531749,DyLam
52,0.1390633529205314,1764531749,DyLam
53,0.1392367403067288,1764531749,DyLam
54,0.1394092359797598,1764531749,DyLam
55,0.1395626622870782,1764531749,DyLam
56,0.139518027077331,1764531749,DyLam
57,0.1394727744350046,1764531749,DyLam
58,0.1394269151300063,1764531749,DyLam
59,0.1393804598304941,1764531749,DyLam
60,0.139282430433232,1764531749,DyLam
61,0.1391842621850311,1764531749,DyLam
62,0.1390859623468638,1764531749,DyLam
63,0.1389875380847842,1764531749,DyLam
64,0.1391387489137388,1764531749,DyLam
65,0.139288866471183,1764531749,DyLam
66,0.1394378981480322,1764531749,DyLam
67,0.1395858513061414,1764531749,DyLam
68,0.1397327332778973,1764531749,DyLam
69,0.1398785513658263,1764531749,DyLam
70,0.1398233215442743,1764531749,DyLam
71,0.1400183696944296,1764531749,DyLam
72,0.1404845498551366,1764531749,DyLam
73,0.1409488651302557,1764531749,DyLam
74,0.1411599620234885,1764531749,DyLam
75,0.141118450184156,1764531749,DyLam
76,0.141076733819682,1764531749,DyLam
77,0.1410348175009698,1764531749,DyLam
78,0.1409927057508302,1764531749,DyLam
79,0.1409504030442977,1764531749,DyLam
80,0.1409079138089473,1764531749,DyLam
81,0.1405619059799873,1764531749,DyLam
82,0.1399410327849616,1764531749,DyLam
83,0.139322172924244,1764531749,DyLam
84,0.1387053299434503,1764531749,DyLam
85,0.1383441116648847,1764531749,DyLam
86,0.1379839480285077,1764531749,DyLam
87,0.1376248429237384,1764531749,DyLam
88,0.1375442362235332,1764531749,DyLam
89,0.1374637833843198,1764531749,DyLam
90,0.1373834860079384,1764531749,DyLam
91,0.1376067312050774,1764531749,DyLam
92,0.1378289499689252,1764531749,DyLam
93,0.1380501457806758,1764531749,DyLam
94,0.1382703221305041,1764531749,DyLam
95,0.1382341576083643,1764531749,DyLam
96,0.1381978443053036,1764531749,DyLam
97,0.1381613858539123,1764531749,DyLam
98,0.1378440514713576,1764531749,DyLam
99,0.1375273088927661,1764531749,DyLam
100,0.1374675305722507,1764531749,DyLam
101,0.1371509114307808,1764531749,DyLam
102,0.1368349112376523,1764531749,DyLam
103,0.1365195377092469,1764531749,DyLam
104,0.1362047984169233,1764531749,DyLam
105,0.1358907007884294,1764531749,DyLam
106,0.1358347626445126,1764531749,DyLam
107,0.1357785486380443,1764531749,DyLam
108,0.1359798818227761,1764531749,DyLam
109,0.1361799645150518,1764531749,DyLam
110,0.1361207124128011,1764531749,DyLam
111,0.1360612187723482,1764531749,DyLam
112,0.1360014902166003,1764531749,DyLam
113,0.1359415332889108,1764531749,DyLam
114,0.135881354453672,1764531749,DyLam
115,0.1358209600969077,1764531749,DyLam
116,0.1355012947442343,1764531749,DyLam
117,0.1351823904572123,1764531749,DyLam
118,0.1346048087176165,1764531749,DyLam
119,0.134028918621209,1764531749,DyLam
120,0.1334547255581619,1764531749,DyLam
121,0.1328822347504958,1764531749,DyLam
122,0.1323114512539257,1764531749,DyLam
123,0.1317423799597019,1764531749,DyLam
124,0.1311750255964425,1764531749,DyLam
125,0.1308702284878475,1764531749,DyLam
126,0.1305662142416578,1764531749,DyLam
127,0.1302629874908263,1764531749,DyLam
128,0.1299605527549771,1764531749,DyLam
129,0.1296589144417064,1764531749,DyLam
130,0.1293580768478767,1764531749,DyLam
131,0.1290580441609042,1764531749,DyLam
132,0.1287588204600372,1764531749,DyLam
133,0.128460409717629,1764531749,DyLam
134,0.1281628158004013,1764531749,DyLam
135,0.1276035771050834,1764531749,DyLam
136,0.1270461353671527,1764531749,DyLam
137,0.1264904933893296,1764531749,DyLam
138,0.1259366538347912,1764531749,DyLam
139,0.1253846192288911,1764531749,DyLam
140,0.1248343919608683,1764531749,DyLam
141,0.1245495242001133,1764531749,DyLam
142,0.1242654765744069,1764531749,DyLam
143,0.124275510275431,1764531749,DyLam
144,0.1242853881041859,1764531749,DyLam
145,0.1242951117656073,1764531749,DyLam
146,0.124569053342296,1764531749,DyLam
147,0.1247995239484549,1764531749,DyLam
148,0.1250289376231679,1764531749,DyLam
149,0.1252572984974237,1764531749,DyLam
150,0.1254846106958895,1764531749,DyLam
151,0.1254461732464333,1764531749,DyLam
152,0.125407860369773,1764531749,DyLam
153,0.1250745374732311,1764531749,DyLam
154,0.1247425856534346,1764531749,DyLam
155,0.1244120021508009,1764531749,DyLam
156,0.1238176970931997,1764531749,DyLam
157,0.1232977582330649,1764531749,DyLam
158,0.1227795482404993,1764531749,DyLam
159,0.1222630656049749,1764531749,DyLam
160,0.1220142880818927,1764531749,DyLam
161,0.1217663183238133,1764531749,DyLam
162,0.1215191561185971,1764531749,DyLam
163,0.1212728012243261,1764531749,DyLam
164,0.1210272533696602,1764531749,DyLam
165,0.1207825122541921,1764531749,DyLam
166,0.1205385775487977,1764531749,DyLam
167,0.1202650626858903,1764531749,DyLam
168,0.1202597819512267,1764531749,DyLam
169,0.1202542689463885,1764531749,DyLam
170,0.1199809692333617,1764531749,DyLam
171,0.1197085578591197,1764531749,DyLam
172,0.1194370361388383,1764531749,DyLam
173,0.1191664053151027,1764531749,DyLam
174,0.1188966665589295,1764531749,DyLam
175,0.1186278209707816,1764531749,DyLam
176,0.1183598695815724,1764531749,DyLam
177,0.1180928133536609,1764531749,DyLam
178,0.1175580751383891,1764531749,DyLam
179,0.1170253085557912,1764531749,DyLam
180,0.1167633873866391,1764531749,DyLam
181,0.1167713188234223,1764531749,DyLam
182,0.1167789993897021,1764531749,DyLam
183,0.1167864323992622,1764531749,DyLam
184,0.116793621131378,1764531749,DyLam
185,0.1168005688310922,1764531749,DyLam
186,0.1168072787094898,1764531749,DyLam
187,0.1168137539439723,1764531749,DyLam
188,0.1168199976785321,1764531749,DyLam
189,0.1168260130240251,1764531749,DyLam
190,0.1165620777062369,1764531749,DyLam
191,0.1160292120752585,1764531749,DyLam
192,0.1154983825601833,1764531749,DyLam
193,0.1149695867572344,1764531749,DyLam
194,0.1144428221840594,1764531749,DyLam
195,0.1139180862810367,1764531749,DyLam
196,0.1133953764125701,1764531749,DyLam
197,0.1128746898683697,1764531749,DyLam
198,0.1123560238647218,1764531749,DyLam
199,0.1118393755457453,1764531749,DyLam
200,0.1113247419846364,1764531749,DyLam
201,0.1108121201849006,1764531749,DyLam
202,0.1105728580858347,1764531749,DyLam
203,0.1103344739430186,1764531749,DyLam
204,0.1100969672536733,1764531749,DyLam
205,0.1098603374711993,1764531749,DyLam
206,0.1096245840059049,1764531749,DyLam
207,0.1093897062257281,1764531749,DyLam
208,0.1091557034569493,1764531749,DyLam
209,0.1089225749848966,1764531749,DyLam
210,0.1086903200546425,1764531749,DyLam
211,0.1084589378716933,1764531749,DyLam
212,0.1079561092260613,1764531749,DyLam
213,0.1074552980637441,1764531749,DyLam
214,0.1069565005108131,1764531749,DyLam
215,0.1067323970853446,1764531749,DyLam
216,0.1065091462362576,1764531749,DyLam
217,0.1062867469826896,1764531749,DyLam
218,0.1063702760938102,1764531749,DyLam
219,0.1064534364085885,1764531749,DyLam
220,0.1065362292966836,1764531749,DyLam
221,0.1066186561254335,1764531749,DyLam
222,0.1067007182598243,1764531749,DyLam
223,0.1067824170624606,1764531749,DyLam
224,0.1068637538935365,1764531749,DyLam
225,0.106670830279213,1764531749,DyLam
226,0.1064786334779086,1764531749,DyLam
227,0.1065613762550415,1764531749,DyLam
228,0.1063368384190955,1764531749,DyLam
229,0.1061131810440773,1764531749,DyLam
230,0.1058904027433484,1764531749,DyLam
231,0.1056685021001405,1764531749,DyLam
232,0.1054474776681372,1764531749,DyLam
233,0.1052273279720493,1764531749,DyLam
234,0.1050080515081816,1764531749,DyLam
235,0.104789646744993,1764531749,DyLam
236,0.1045721121236505,1764531749,DyLam
237,0.1040804347278852,1764531749,DyLam
238,0.1035908158463097,1764531749,DyLam
239,0.1031032503087191,1764531749,DyLam
240,0.1026177329075898,1764531749,DyLam
241,0.102134258398979,1764531749,DyLam
242,0.1016528215034132,1764531749,DyLam
243,0.1011734169067654,1764531749,DyLam
244,0.1006960392611228,1764531749,DyLam
245,0.1002206831856421,1764531749,DyLam
246,0.0997473432673951,1764531749,DyLam
247,0.0992760140622039,1764531749,DyLam
248,0.0988066900954645,1764531749,DyLam
249,0.0983393658629613,1764531749,DyLam
250,0.0978740358316708,1764531749,DyLam
251,0.0974106944405544,1764531749,DyLam
252,0.0969493361013418,1764531749,DyLam
253,0.0964899551993041,1764531749,DyLam
254,0.0960325460940167,1764531749,DyLam
255,0.0955771031201125,1764531749,DyLam
256,0.095123620588025,1764531749,DyLam
257,0.0946720927847219,1764531749,DyLam
258,0.0942225139744286,1764531749,DyLam
259,0.0937748783993425,1764531749,DyLam
260,0.0933291802803377,1764531749,DyLam
261,0.09288541381766,1764531749,DyLam
262,0.0924435731916127,1764531749,DyLam
263,0.0920036525632332,1764531749,DyLam
264,0.09156564607496,1764531749,DyLam
